"","Country_Region","Confirmed","Deaths","Recovered","Date"
"29372","Djibouti",846,2,102,"04-19-2020"
"29413","Egypt",3144,239,732,"04-19-2020"
"29431","Equatorial Guinea",79,0,4,"04-19-2020"
"2944","Eritrea",39,0,3,"04-19-2020"
"29462","Eswatini",22,1,8,"04-19-2020"
"29473","Ethiopia",108,3,16,"04-19-2020"
"29511","Gabon",109,1,7,"04-19-2020"
"29523","Gambia",10,1,2,"04-19-2020"
"29551","Ghana",1042,9,99,"04-19-2020"
"29594","Guinea",579,5,87,"04-19-2020"
"29602","Guinea-Bissau",50,0,3,"04-19-2020"
"29782","Kenya",270,14,67,"04-19-2020"
"29863","Liberia",91,8,7,"04-19-2020"
"29874","Libya",51,1,11,"04-19-2020"
"29921","Madagascar",121,0,39,"04-19-2020"
"29931","Malawi",17,2,3,"04-19-2020"
"29961","Mali",224,14,42,"04-19-2020"
"29982","Mauritania",7,1,6,"04-19-2020"
"29991","Mauritius",328,9,208,"04-19-2020"
"3005","Morocco",2855,141,327,"04-19-2020"
"30062","Mozambique",39,0,8,"04-19-2020"
"30072","Namibia",16,0,6,"04-19-2020"
"30123","Niger",648,20,117,"04-19-2020"
"30132","Nigeria",627,21,170,"04-19-2020"
"30281","Rwanda",147,0,76,"04-19-2020"
"30331","Sao Tome and Principe",4,0,0,"04-19-2020"
"3035","Senegal",367,3,220,"04-19-2020"
"30371","Seychelles",11,0,5,"04-19-2020"
"30381","Sierra Leone",35,0,6,"04-19-2020"
"30421","Somalia",164,7,3,"04-19-2020"
"3043","South Africa",3158,54,903,"04-19-2020"
"30441","South Sudan",4,0,0,"04-19-2020"
"3047","Sudan",66,10,6,"04-19-2020"
"30531","Tanzania",170,7,11,"04-19-2020"
"3056","Togo",84,5,52,"04-19-2020"
"30588","Tunisia",879,38,43,"04-19-2020"
"3060","Uganda",55,0,28,"04-19-2020"
"3069","Western Sahara",6,0,0,"04-19-2020"
"3071","Zambia",61,3,33,"04-19-2020"
"3072","Zimbabwe",25,3,2,"04-19-2020"
"29033","Algeria",2718,384,1099,"04-20-2020"
"29054","Angola",24,2,6,"04-20-2020"
"29181","Benin",54,1,27,"04-20-2020"
"29224","Botswana",20,1,0,"04-20-2020"
"29261","Burkina Faso",581,38,357,"04-20-2020"
"29288","Burundi",5,1,4,"04-20-2020"
"2931","Cameroon",1163,42,305,"04-20-2020"
"29323","Central African Republic",12,0,4,"04-20-2020"
"29333","Chad",33,0,8,"04-20-2020"
"29363","Congo (Brazzaville)",160,6,16,"04-20-2020"
"29373","Congo (Kinshasa)",332,25,27,"04-20-2020"
"29393","Cote d'Ivoire",847,9,260,"04-20-2020"
"29463","Djibouti",846,2,102,"04-20-2020"
"29503","Egypt",3333,250,821,"04-20-2020"
"29524","Equatorial Guinea",79,0,7,"04-20-2020"
"29533","Eritrea",39,0,3,"04-20-2020"
"29552","Eswatini",24,1,8,"04-20-2020"
"29561","Ethiopia",111,3,16,"04-20-2020"
"29603","Gabon",120,1,7,"04-20-2020"
"29613","Gambia",10,1,2,"04-20-2020"
"29642","Ghana",1042,9,99,"04-20-2020"
"29683","Guinea",622,5,122,"04-20-2020"
"29692","Guinea-Bissau",50,0,3,"04-20-2020"
"29875","Kenya",281,14,69,"04-20-2020"
"2995","Liberia",99,8,7,"04-20-2020"
"29962","Libya",51,1,15,"04-20-2020"
"30014","Madagascar",121,0,41,"04-20-2020"
"30021","Malawi",17,2,3,"04-20-2020"
"30051","Mali",246,14,56,"04-20-2020"
"30073","Mauritania",7,1,6,"04-20-2020"
"30081","Mauritius",328,9,224,"04-20-2020"
"30142","Morocco",3046,143,350,"04-20-2020"
"30151","Mozambique",39,0,8,"04-20-2020"
"30163","Namibia",16,0,6,"04-20-2020"
"3021","Niger",648,20,117,"04-20-2020"
"30221","Nigeria",665,22,188,"04-20-2020"
"30372","Rwanda",147,0,76,"04-20-2020"
"30422","Sao Tome and Principe",4,0,0,"04-20-2020"
"30442","Senegal",377,5,235,"04-20-2020"
"3046","Seychelles",11,0,5,"04-20-2020"
"30471","Sierra Leone",43,0,6,"04-20-2020"
"3051","Somalia",237,8,4,"04-20-2020"
"30521","South Africa",3300,58,1055,"04-20-2020"
"30532","South Sudan",4,0,0,"04-20-2020"
"30561","Sudan",107,12,8,"04-20-2020"
"3062","Tanzania",254,10,11,"04-20-2020"
"3065","Togo",84,6,53,"04-20-2020"
"3067","Tunisia",884,38,148,"04-20-2020"
"30691","Uganda",56,0,38,"04-20-2020"
"3078","Western Sahara",6,0,0,"04-20-2020"
"3080","Zambia",65,3,35,"04-20-2020"
"3081","Zimbabwe",25,3,2,"04-20-2020"
"29134","Algeria",2811,392,1152,"04-21-2020"
"29153","Angola",24,2,6,"04-21-2020"
"29289","Benin",54,1,27,"04-21-2020"
"29324","Botswana",20,1,0,"04-21-2020"
"29364","Burkina Faso",600,38,362,"04-21-2020"
"2938","Burundi",5,1,4,"04-21-2020"
"29414","Cameroon",1163,43,329,"04-21-2020"
"29421","Central African Republic",14,0,10,"04-21-2020"
"29432","Chad",33,0,8,"04-21-2020"
"29464","Congo (Brazzaville)",165,6,16,"04-21-2020"
"29474","Congo (Kinshasa)",350,25,35,"04-21-2020"
"2949","Cote d'Ivoire",916,13,303,"04-21-2020"
"29562","Djibouti",945,2,112,"04-21-2020"
"29604","Egypt",3490,264,870,"04-21-2020"
"29623","Equatorial Guinea",83,0,7,"04-21-2020"
"29631","Eritrea",39,0,6,"04-21-2020"
"29652","Eswatini",31,1,8,"04-21-2020"
"29663","Ethiopia",114,3,16,"04-21-2020"
"2970","Gabon",156,1,16,"04-21-2020"
"29713","Gambia",10,1,2,"04-21-2020"
"29743","Ghana",1042,9,99,"04-21-2020"
"29783","Guinea",688,6,127,"04-21-2020"
"29793","Guinea-Bissau",50,0,3,"04-21-2020"
"29973","Kenya",296,14,74,"04-21-2020"
"30052","Liberia",101,8,7,"04-21-2020"
"30063","Libya",51,1,15,"04-21-2020"
"30112","Madagascar",121,0,44,"04-21-2020"
"30124","Malawi",18,2,3,"04-21-2020"
"30152","Mali",258,14,57,"04-21-2020"
"30171","Mauritania",7,1,6,"04-21-2020"
"30181","Mauritius",328,9,243,"04-21-2020"
"30241","Morocco",3209,145,393,"04-21-2020"
"30253","Mozambique",39,0,8,"04-21-2020"
"30262","Namibia",16,0,6,"04-21-2020"
"30311","Niger",657,20,127,"04-21-2020"
"3032","Nigeria",665,22,188,"04-21-2020"
"30472","Rwanda",150,0,84,"04-21-2020"
"30522","Sao Tome and Principe",4,0,0,"04-21-2020"
"3054","Senegal",412,5,242,"04-21-2020"
"30562","Seychelles",11,0,5,"04-21-2020"
"3057","Sierra Leone",50,0,6,"04-21-2020"
"30616","Somalia",286,8,4,"04-21-2020"
"30621","South Africa",3465,58,1055,"04-21-2020"
"3063","South Sudan",4,0,0,"04-21-2020"
"3066","Sudan",107,12,8,"04-21-2020"
"30721","Tanzania",254,10,11,"04-21-2020"
"3075","Togo",86,6,56,"04-21-2020"
"3077","Tunisia",884,38,148,"04-21-2020"
"3079","Uganda",61,0,38,"04-21-2020"
"3088","Western Sahara",6,0,0,"04-21-2020"
"3090","Zambia",70,3,35,"04-21-2020"
"3091","Zimbabwe",28,3,2,"04-21-2020"
"29214","Algeria",2910,402,1204,"04-22-2020"
"29231","Angola",25,2,6,"04-22-2020"
"29365","Benin",54,1,27,"04-22-2020"
"29404","Botswana",22,1,0,"04-22-2020"
"29441","Burkina Faso",609,39,389,"04-22-2020"
"29465","Burundi",11,1,4,"04-22-2020"
"29491","Cameroon",1163,43,397,"04-22-2020"
"29504","Central African Republic",14,0,10,"04-22-2020"
"29512","Chad",33,0,8,"04-22-2020"
"29541","Congo (Brazzaville)",186,6,16,"04-22-2020"
"29553","Congo (Kinshasa)",359,25,45,"04-22-2020"
"29572","Cote d'Ivoire",952,14,310,"04-22-2020"
"29643","Djibouti",974,2,183,"04-22-2020"
"29684","Egypt",3659,276,935,"04-22-2020"
"29701","Equatorial Guinea",84,1,7,"04-22-2020"
"29714","Eritrea",39,0,6,"04-22-2020"
"29733","Eswatini",31,1,8,"04-22-2020"
"29744","Ethiopia",116,3,21,"04-22-2020"
"29784","Gabon",166,1,24,"04-22-2020"
"29794","Gambia",10,1,2,"04-22-2020"
"29823","Ghana",1154,9,99,"04-22-2020"
"29864","Guinea",761,6,164,"04-22-2020"
"29876","Guinea-Bissau",50,0,3,"04-22-2020"
"30053","Kenya",303,14,74,"04-22-2020"
"30133","Liberia",101,8,20,"04-22-2020"
"30143","Libya",59,1,15,"04-22-2020"
"30191","Madagascar",121,0,52,"04-22-2020"
"30201","Malawi",23,3,3,"04-22-2020"
"30232","Mali",293,17,73,"04-22-2020"
"30254","Mauritania",7,1,6,"04-22-2020"
"30263","Mauritius",329,9,261,"04-22-2020"
"30321","Morocco",3446,149,417,"04-22-2020"
"30332","Mozambique",41,0,8,"04-22-2020"
"30341","Namibia",16,0,6,"04-22-2020"
"30391","Niger",662,22,193,"04-22-2020"
"30401","Nigeria",873,28,197,"04-22-2020"
"3055","Rwanda",153,0,84,"04-22-2020"
"30601","Sao Tome and Principe",4,0,0,"04-22-2020"
"30622","Senegal",442,6,253,"04-22-2020"
"30645","Seychelles",11,0,5,"04-22-2020"
"30651","Sierra Leone",61,0,6,"04-22-2020"
"30692","Somalia",286,8,4,"04-22-2020"
"3070","South Africa",3635,65,1055,"04-22-2020"
"30711","South Sudan",4,0,0,"04-22-2020"
"3074","Sudan",140,13,12,"04-22-2020"
"30801","Tanzania",284,10,11,"04-22-2020"
"3083","Togo",88,6,56,"04-22-2020"
"3085","Tunisia",909,38,190,"04-22-2020"
"3087","Uganda",63,0,45,"04-22-2020"
"3096","Western Sahara",6,0,0,"04-22-2020"
"3098","Zambia",74,3,35,"04-22-2020"
"3099","Zimbabwe",28,4,2,"04-22-2020"
"29343","Algeria",3007,407,1355,"04-23-2020"
"29366","Angola",25,2,6,"04-23-2020"
"29492","Benin",54,1,27,"04-23-2020"
"29534","Botswana",22,1,0,"04-23-2020"
"29573","Burkina Faso",616,41,410,"04-23-2020"
"29595","Burundi",11,1,4,"04-23-2020"
"29624","Cameroon",1334,43,668,"04-23-2020"
"29632","Central African Republic",16,0,10,"04-23-2020"
"29644","Chad",33,0,8,"04-23-2020"
"29674","Congo (Brazzaville)",186,6,16,"04-23-2020"
"29685","Congo (Kinshasa)",377,25,47,"04-23-2020"
"29702","Cote d'Ivoire",1004,14,359,"04-23-2020"
"29771","Djibouti",986,2,252,"04-23-2020"
"29811","Egypt",3891,287,1004,"04-23-2020"
"29831","Equatorial Guinea",84,1,7,"04-23-2020"
"29842","Eritrea",39,0,6,"04-23-2020"
"29865","Eswatini",31,1,8,"04-23-2020"
"29877","Ethiopia",116,3,21,"04-23-2020"
"29911","Gabon",167,2,24,"04-23-2020"
"29922","Gambia",10,1,2,"04-23-2020"
"29951","Ghana",1154,9,99,"04-23-2020"
"29992","Guinea",862,6,170,"04-23-2020"
"30001","Guinea-Bissau",50,0,3,"04-23-2020"
"30182","Kenya",320,14,89,"04-23-2020"
"30264","Liberia",101,8,20,"04-23-2020"
"30271","Libya",60,2,15,"04-23-2020"
"30322","Madagascar",121,0,58,"04-23-2020"
"30333","Malawi",33,3,3,"04-23-2020"
"3036","Mali",309,21,77,"04-23-2020"
"30382","Mauritania",7,1,6,"04-23-2020"
"30392","Mauritius",331,9,266,"04-23-2020"
"30451","Morocco",3568,155,456,"04-23-2020"
"30461","Mozambique",46,0,9,"04-23-2020"
"30473","Namibia",16,0,7,"04-23-2020"
"30523","Niger",671,24,256,"04-23-2020"
"30533","Nigeria",981,31,197,"04-23-2020"
"3068","Rwanda",154,0,87,"04-23-2020"
"3073","Sao Tome and Principe",4,0,0,"04-23-2020"
"30751","Senegal",479,6,257,"04-23-2020"
"30771","Seychelles",11,0,6,"04-23-2020"
"30781","Sierra Leone",64,1,10,"04-23-2020"
"3082","Somalia",328,16,8,"04-23-2020"
"30831","South Africa",3953,75,1473,"04-23-2020"
"3084","South Sudan",5,0,0,"04-23-2020"
"30871","Sudan",174,16,14,"04-23-2020"
"3093","Tanzania",284,10,11,"04-23-2020"
"30961","Togo",88,6,59,"04-23-2020"
"30981","Tunisia",918,38,190,"04-23-2020"
"3100","Uganda",74,0,46,"04-23-2020"
"3109","Western Sahara",6,0,5,"04-23-2020"
"3111","Zambia",76,3,37,"04-23-2020"
"3112","Zimbabwe",28,4,2,"04-23-2020"
"29422","Algeria",3127,415,1408,"04-24-2020"
"29442","Angola",25,2,6,"04-24-2020"
"29574","Benin",54,1,27,"04-24-2020"
"29614","Botswana",22,1,0,"04-24-2020"
"29653","Burkina Faso",629,41,425,"04-24-2020"
"29675","Burundi",11,1,4,"04-24-2020"
"29703","Cameroon",1430,43,668,"04-24-2020"
"29715","Central African Republic",16,0,10,"04-24-2020"
"29722","Chad",40,0,8,"04-24-2020"
"29752","Congo (Brazzaville)",200,6,19,"04-24-2020"
"29763","Congo (Kinshasa)",394,25,48,"04-24-2020"
"29785","Cote d'Ivoire",1077,14,419,"04-24-2020"
"29853","Djibouti",999,2,330,"04-24-2020"
"29892","Egypt",4092,294,1075,"04-24-2020"
"29912","Equatorial Guinea",214,1,7,"04-24-2020"
"29923","Eritrea",39,0,11,"04-24-2020"
"29942","Eswatini",36,1,10,"04-24-2020"
"29952","Ethiopia",117,3,25,"04-24-2020"
"29993","Gabon",172,3,26,"04-24-2020"
"30002","Gambia",10,1,8,"04-24-2020"
"3003","Ghana",1279,10,134,"04-24-2020"
"30074","Guinea",954,6,191,"04-24-2020"
"30082","Guinea-Bissau",52,0,3,"04-24-2020"
"30265","Kenya",336,14,94,"04-24-2020"
"30342","Liberia",117,8,25,"04-24-2020"
"30351","Libya",61,2,18,"04-24-2020"
"30402","Madagascar",122,0,61,"04-24-2020"
"30412","Malawi",33,3,4,"04-24-2020"
"30443","Mali",325,21,87,"04-24-2020"
"30462","Mauritania",7,1,6,"04-24-2020"
"30474","Mauritius",331,9,285,"04-24-2020"
"30534","Morocco",3758,158,486,"04-24-2020"
"30541","Mozambique",65,0,12,"04-24-2020"
"30551","Namibia",16,0,7,"04-24-2020"
"30602","Niger",681,24,289,"04-24-2020"
"30611","Nigeria",1095,32,208,"04-24-2020"
"3076","Rwanda",176,0,87,"04-24-2020"
"30811","Sao Tome and Principe",4,0,0,"04-24-2020"
"30832","Senegal",545,7,262,"04-24-2020"
"30851","Seychelles",11,0,6,"04-24-2020"
"3086","Sierra Leone",82,2,10,"04-24-2020"
"30901","Somalia",328,16,8,"04-24-2020"
"30911","South Africa",4220,79,1473,"04-24-2020"
"3092","South Sudan",5,0,0,"04-24-2020"
"3095","Sudan",174,16,14,"04-24-2020"
"3101","Tanzania",299,10,48,"04-24-2020"
"3104","Togo",90,6,59,"04-24-2020"
"3106","Tunisia",922,38,194,"04-24-2020"
"3108","Uganda",75,0,46,"04-24-2020"
"3117","Western Sahara",6,0,5,"04-24-2020"
"3119","Zambia",84,3,37,"04-24-2020"
"3120","Zimbabwe",29,4,2,"04-24-2020"
"29483","Algeria",3256,419,1479,"04-25-2020"
"29505","Angola",25,2,6,"04-25-2020"
"29633","Benin",54,1,27,"04-25-2020"
"29676","Botswana",22,1,0,"04-25-2020"
"29716","Burkina Faso",629,41,442,"04-25-2020"
"29734","Burundi",11,1,4,"04-25-2020"
"29764","Cameroon",1518,53,697,"04-25-2020"
"29772","Central African Republic",16,0,10,"04-25-2020"
"29786","Chad",46,0,15,"04-25-2020"
"29812","Congo (Brazzaville)",200,6,19,"04-25-2020"
"29824","Congo (Kinshasa)",416,28,49,"04-25-2020"
"29843","Cote d'Ivoire",1077,14,419,"04-25-2020"
"29913","Djibouti",1008,2,373,"04-25-2020"
"29953","Egypt",4319,307,1114,"04-25-2020"
"29974","Equatorial Guinea",258,1,7,"04-25-2020"
"29983","Eritrea",39,0,13,"04-25-2020"
"30003","Eswatini",56,1,10,"04-25-2020"
"30015","Ethiopia",122,3,29,"04-25-2020"
"30054","Gabon",176,3,30,"04-25-2020"
"30064","Gambia",10,1,8,"04-25-2020"
"30091","Ghana",1279,10,134,"04-25-2020"
"30134","Guinea",996,7,208,"04-25-2020"
"30144","Guinea-Bissau",52,0,3,"04-25-2020"
"30323","Kenya",343,14,98,"04-25-2020"
"30403","Liberia",120,11,25,"04-25-2020"
"30413","Libya",61,2,18,"04-25-2020"
"30463","Madagascar",123,0,62,"04-25-2020"
"30475","Malawi",33,3,4,"04-25-2020"
"30501","Mali",370,21,91,"04-25-2020"
"30524","Mauritania",7,1,6,"04-25-2020"
"30535","Mauritius",331,9,295,"04-25-2020"
"3059","Morocco",3897,159,537,"04-25-2020"
"30603","Mozambique",70,0,12,"04-25-2020"
"30612","Namibia",16,0,7,"04-25-2020"
"30661","Niger",684,27,325,"04-25-2020"
"30671","Nigeria",1182,35,222,"04-25-2020"
"30821","Rwanda",183,0,88,"04-25-2020"
"30872","Sao Tome and Principe",4,0,0,"04-25-2020"
"3089","Senegal",614,7,276,"04-25-2020"
"30912","Seychelles",11,0,6,"04-25-2020"
"30921","Sierra Leone",82,2,10,"04-25-2020"
"30962","Somalia",390,18,8,"04-25-2020"
"3097","South Africa",4361,86,1473,"04-25-2020"
"30982","South Sudan",5,0,0,"04-25-2020"
"31011","Sudan",213,17,19,"04-25-2020"
"3107","Tanzania",299,10,48,"04-25-2020"
"3110","Togo",96,6,62,"04-25-2020"
"31121","Tunisia",939,38,207,"04-25-2020"
"3114","Uganda",75,0,46,"04-25-2020"
"3123","Western Sahara",6,0,5,"04-25-2020"
"3125","Zambia",84,3,37,"04-25-2020"
"3126","Zimbabwe",31,4,2,"04-25-2020"
"29563","Algeria",3382,425,1508,"04-26-2020"
"29581","Angola",26,2,6,"04-26-2020"
"29717","Benin",64,1,33,"04-26-2020"
"29753","Botswana",22,1,0,"04-26-2020"
"29795","Burkina Faso",632,42,453,"04-26-2020"
"29813","Burundi",11,1,4,"04-26-2020"
"29844","Cameroon",1621,56,786,"04-26-2020"
"29854","Central African Republic",19,0,10,"04-26-2020"
"29866","Chad",46,0,15,"04-26-2020"
"29893","Congo (Brazzaville)",200,6,19,"04-26-2020"
"2990","Congo (Kinshasa)",442,28,50,"04-26-2020"
"29924","Cote d'Ivoire",1150,14,468,"04-26-2020"
"29994","Djibouti",1023,2,411,"04-26-2020"
"30031","Egypt",4534,317,1176,"04-26-2020"
"30055","Equatorial Guinea",258,1,8,"04-26-2020"
"30065","Eritrea",39,0,13,"04-26-2020"
"30083","Eswatini",59,1,10,"04-26-2020"
"30092","Ethiopia",123,3,41,"04-26-2020"
"30135","Gabon",176,3,30,"04-26-2020"
"30145","Gambia",10,1,8,"04-26-2020"
"30172","Ghana",1550,11,155,"04-26-2020"
"30211","Guinea",996,7,208,"04-26-2020"
"30222","Guinea-Bissau",53,1,3,"04-26-2020"
"30404","Kenya",355,14,106,"04-26-2020"
"3048","Liberia",124,12,25,"04-26-2020"
"3049","Libya",61,2,18,"04-26-2020"
"30542","Madagascar",124,0,71,"04-26-2020"
"30552","Malawi",34,3,4,"04-26-2020"
"30581","Mali",389,23,112,"04-26-2020"
"30604","Mauritania",7,1,6,"04-26-2020"
"30613","Mauritius",332,9,299,"04-26-2020"
"30672","Morocco",4065,161,593,"04-26-2020"
"30681","Mozambique",76,0,12,"04-26-2020"
"30693","Namibia",16,0,8,"04-26-2020"
"30741","Niger",696,29,350,"04-26-2020"
"30752","Nigeria",1273,40,239,"04-26-2020"
"30902","Rwanda",191,0,92,"04-26-2020"
"30951","Sao Tome and Principe",4,0,0,"04-26-2020"
"30971","Senegal",671,9,283,"04-26-2020"
"30991","Seychelles",11,0,6,"04-26-2020"
"31001","Sierra Leone",93,4,10,"04-26-2020"
"31041","Somalia",436,23,10,"04-26-2020"
"3105","South Africa",4546,87,1473,"04-26-2020"
"31061","South Sudan",6,0,0,"04-26-2020"
"31091","Sudan",237,21,20,"04-26-2020"
"3115","Tanzania",299,10,48,"04-26-2020"
"3118","Togo",98,6,62,"04-26-2020"
"31201","Tunisia",949,38,216,"04-26-2020"
"3122","Uganda",79,0,46,"04-26-2020"
"3131","Western Sahara",6,0,5,"04-26-2020"
"3133","Zambia",88,3,42,"04-26-2020"
"3134","Zimbabwe",31,4,2,"04-26-2020"
"29664","Algeria",3517,432,1558,"04-27-2020"
"29686","Angola",27,2,6,"04-27-2020"
"29814","Benin",64,1,33,"04-27-2020"
"29855","Botswana",22,1,0,"04-27-2020"
"29894","Burkina Faso",635,42,469,"04-27-2020"
"29914","Burundi",11,1,4,"04-27-2020"
"29943","Cameroon",1705,58,805,"04-27-2020"
"29954","Central African Republic",19,0,10,"04-27-2020"
"29963","Chad",46,0,15,"04-27-2020"
"29995","Congo (Brazzaville)",200,6,19,"04-27-2020"
"30004","Congo (Kinshasa)",459,28,50,"04-27-2020"
"30022","Cote d'Ivoire",1164,14,499,"04-27-2020"
"30093","Djibouti",1035,2,477,"04-27-2020"
"30136","Egypt",4782,337,1236,"04-27-2020"
"30153","Equatorial Guinea",258,1,9,"04-27-2020"
"30164","Eritrea",39,0,13,"04-27-2020"
"30183","Eswatini",65,1,10,"04-27-2020"
"30192","Ethiopia",124,3,50,"04-27-2020"
"30233","Gabon",211,3,43,"04-27-2020"
"30242","Gambia",10,1,8,"04-27-2020"
"30272","Ghana",1550,11,155,"04-27-2020"
"30312","Guinea",1163,7,246,"04-27-2020"
"30324","Guinea-Bissau",73,1,18,"04-27-2020"
"30502","Kenya",363,14,114,"04-27-2020"
"30582","Liberia",124,12,25,"04-27-2020"
"30591","Libya",61,2,18,"04-27-2020"
"30641","Madagascar",128,0,75,"04-27-2020"
"30652","Malawi",36,3,4,"04-27-2020"
"30682","Mali",408,23,113,"04-27-2020"
"30701","Mauritania",7,1,6,"04-27-2020"
"30712","Mauritius",334,10,302,"04-27-2020"
"30772","Morocco",4120,162,695,"04-27-2020"
"30782","Mozambique",76,0,12,"04-27-2020"
"30791","Namibia",16,0,8,"04-27-2020"
"30841","Niger",701,29,385,"04-27-2020"
"30852","Nigeria",1337,40,255,"04-27-2020"
"31002","Rwanda",207,0,93,"04-27-2020"
"31051","Sao Tome and Principe",4,0,0,"04-27-2020"
"31071","Senegal",736,9,284,"04-27-2020"
"31092","Seychelles",11,0,6,"04-27-2020"
"31101","Sierra Leone",93,4,10,"04-27-2020"
"31141","Somalia",480,26,10,"04-27-2020"
"31151","South Africa",4793,90,1473,"04-27-2020"
"3116","South Sudan",6,0,0,"04-27-2020"
"31191","Sudan",275,22,21,"04-27-2020"
"31251","Tanzania",299,10,48,"04-27-2020"
"3128","Togo",98,6,62,"04-27-2020"
"3130","Tunisia",967,39,279,"04-27-2020"
"3132","Uganda",79,0,47,"04-27-2020"
"3141","Western Sahara",6,0,5,"04-27-2020"
"3143","Zambia",88,3,42,"04-27-2020"
"3144","Zimbabwe",32,4,5,"04-27-2020"
"29856","Algeria",3649,437,1651,"04-28-2020"
"29878","Angola",27,2,6,"04-28-2020"
"30005","Benin",64,1,33,"04-28-2020"
"30041","Botswana",23,1,0,"04-28-2020"
"30084","Burkina Faso",638,42,476,"04-28-2020"
"30103","Burundi",11,1,4,"04-28-2020"
"30137","Cameroon",1705,58,915,"04-28-2020"
"30146","Central African Republic",50,0,10,"04-28-2020"
"30154","Chad",52,2,19,"04-28-2020"
"30184","Congo (Brazzaville)",207,8,19,"04-28-2020"
"30193","Congo (Kinshasa)",471,30,56,"04-28-2020"
"30212","Cote d'Ivoire",1183,14,525,"04-28-2020"
"30282","Djibouti",1072,2,498,"04-28-2020"
"30325","Egypt",5042,359,1304,"04-28-2020"
"30343","Equatorial Guinea",315,1,9,"04-28-2020"
"30352","Eritrea",39,0,19,"04-28-2020"
"30373","Eswatini",71,1,10,"04-28-2020"
"30383","Ethiopia",126,3,50,"04-28-2020"
"30423","Gabon",238,3,53,"04-28-2020"
"30431","Gambia",10,1,8,"04-28-2020"
"30464","Ghana",1671,16,188,"04-28-2020"
"30503","Guinea",1240,7,269,"04-28-2020"
"30511","Guinea-Bissau",73,1,18,"04-28-2020"
"30694","Kenya",374,14,124,"04-28-2020"
"30773","Liberia",141,16,45,"04-28-2020"
"30783","Libya",61,2,18,"04-28-2020"
"30833","Madagascar",128,0,82,"04-28-2020"
"30842","Malawi",36,3,5,"04-28-2020"
"30873","Mali",424,24,122,"04-28-2020"
"30891","Mauritania",7,1,6,"04-28-2020"
"30903","Mauritius",334,10,303,"04-28-2020"
"30963","Morocco",4252,165,778,"04-28-2020"
"30972","Mozambique",76,0,12,"04-28-2020"
"30983","Namibia",16,0,8,"04-28-2020"
"3103","Niger",709,31,403,"04-28-2020"
"31042","Nigeria",1532,44,255,"04-28-2020"
"31192","Rwanda",212,0,95,"04-28-2020"
"3124","Sao Tome and Principe",8,0,4,"04-28-2020"
"31261","Senegal",823,9,296,"04-28-2020"
"31281","Seychelles",11,0,6,"04-28-2020"
"3129","Sierra Leone",104,4,12,"04-28-2020"
"31331","Somalia",528,28,19,"04-28-2020"
"31341","South Africa",4996,93,2073,"04-28-2020"
"3135","South Sudan",34,0,0,"04-28-2020"
"3138","Sudan",318,25,31,"04-28-2020"
"31441","Tanzania",299,10,48,"04-28-2020"
"3147","Togo",99,6,63,"04-28-2020"
"3149","Tunisia",975,40,279,"04-28-2020"
"3151","Uganda",79,0,52,"04-28-2020"
"3160","Western Sahara",6,0,5,"04-28-2020"
"3162","Zambia",95,3,42,"04-28-2020"
"3163","Zimbabwe",32,4,5,"04-28-2020"
"29901","Algeria",3848,444,1702,"04-29-2020"
"29925","Angola",27,2,7,"04-29-2020"
"30056","Benin",64,1,33,"04-29-2020"
"30094","Botswana",23,1,5,"04-29-2020"
"30138","Burkina Faso",641,43,498,"04-29-2020"
"30155","Burundi",11,1,4,"04-29-2020"
"30185","Cameroon",1832,61,934,"04-29-2020"
"30194","Central African Republic",50,0,10,"04-29-2020"
"30202","Chad",52,2,19,"04-29-2020"
"30234","Congo (Brazzaville)",207,8,19,"04-29-2020"
"30243","Congo (Kinshasa)",491,30,59,"04-29-2020"
"30266","Cote d'Ivoire",1238,14,557,"04-29-2020"
"30334","Djibouti",1077,2,599,"04-29-2020"
"30374","Egypt",5268,380,1335,"04-29-2020"
"30393","Equatorial Guinea",315,1,9,"04-29-2020"
"30405","Eritrea",39,0,19,"04-29-2020"
"30424","Eswatini",91,1,10,"04-29-2020"
"30432","Ethiopia",130,3,58,"04-29-2020"
"30476","Gabon",276,3,67,"04-29-2020"
"30481","Gambia",10,1,8,"04-29-2020"
"30512","Ghana",1671,16,188,"04-29-2020"
"30553","Guinea",1351,7,313,"04-29-2020"
"30563","Guinea-Bissau",205,1,19,"04-29-2020"
"30742","Kenya",384,15,129,"04-29-2020"
"30822","Liberia",141,16,45,"04-29-2020"
"30834","Libya",61,2,18,"04-29-2020"
"30881","Madagascar",128,0,90,"04-29-2020"
"30892","Malawi",36,3,7,"04-29-2020"
"30922","Mali",482,25,129,"04-29-2020"
"3094","Mauritania",8,1,6,"04-29-2020"
"30952","Mauritius",332,10,306,"04-29-2020"
"31012","Morocco",4321,168,928,"04-29-2020"
"3102","Mozambique",76,0,12,"04-29-2020"
"31031","Namibia",16,0,8,"04-29-2020"
"31081","Niger",713,32,435,"04-29-2020"
"31093","Nigeria",1728,51,307,"04-29-2020"
