"countryorarea","region","lnrchange","lncaseload_lastobs","lnexpo","lnsdi","lnurban","lnp70p","lnhhsn","lnihr2018","lnsqualty","lnhiv","lnasthma","lntraffic","nrows"
"Pakistan","South Asia",0.166164398193359,7.56941175460815,3.52636051177979,-0.6931471824646,-0.994252264499664,0.6931471824646,1.90657520294189,3.93182563781738,3.66356158256531,3.85015749931335,15.7015333175659,15.7442216873169,1
"Panama","Central Latin America",0.262315899133682,7.07411670684814,3.04452252388,-0.261364787817001,-0.371063679456711,1.7917594909668,1.38128185272217,4.26268005371094,4.24849510192871,6.27267694473267,12.1867523193359,16.3757839202881,1001
"Papua New Guinea","Oceania",0,0,2.39789533615112,-0.755022585391998,-2.04022097587585,0,1.70110511779785,3.58351898193359,3.49650764465332,6.29321575164795,13.7493734359741,13.7795858383179,1
"Paraguay","Tropical Latin America",0.156944617629051,4.17438745498657,3.13549423217773,-0.400477528572083,-0.494296312332153,1.3862943649292,1.62136650085449,4.12713432312012,4.06044292449951,5.52912282943726,12.9647607803345,13.2368183135986,1
"Peru","Andean Latin America",0.392467260360718,6.97073030471802,3.21887588500977,-0.314710706472397,-0.24846139550209,1.60943794250488,1.38879132270813,4.00733327865601,4.18965482711792,5.45377111434937,14.3372564315796,16.6923770904541,1
"Philippines","Southeast Asia",0.0579235851764679,7.64204454421997,4.11087369918823,-0.400477528572083,-0.755022585391998,1.0986123085022,1.62334084510803,3.99747218990326,3.95124363899231,4.66769504547119,15.6491498947144,17.5785713195801,1001
"Poland","Central Europe",0.340175449848175,7.74543571472168,3.29583692550659,-0.116533830761909,-0.510825574398041,2.39789533615112,1.03318440914154,4.30744752979279,4.43081665039062,3.34808969497681,14.4509677886963,16.0431060791016,1001
"Portugal","Western Europe",0.300008684396744,8.91502952575684,3.36729574203491,-0.24846139550209,-0.314710706472397,2.70805025100708,0.947789371013641,4.34380531311035,4.46590805053711,7.17463541030884,13.6824998855591,16.6701374053955,1
"Puerto Rico","Caribbean",NA,NA,0,-0.105360545217991,-0.061875406652689,2.56494927406311,1.44691896438599,4.44851905012131,4.4188404083252,3.97446012496948,12.6925363540649,NA,1001
"Qatar","North Africa and Middle East",0.52698278427124,6.6605749130249,3.43398714065552,-0.174353420734406,0,0,1.6360509339571,4.46590805053711,4.4188404083252,1.73544764518738,11.4607124328613,17.1889572143555,1001
"Republic of Korea","High-income Asia Pacific",0.198042050004005,9.18870830535889,4.23410654067993,-0.105360545217991,-0.198450952768326,2.19722461700439,0.928219318389893,4.54329490661621,4.51085948944092,3.56108069419861,14.660701751709,18.2946357727051,1001
"Republic of Moldova","Eastern Europe",0.271017134189606,5.86646795272827,3.13549423217773,-0.328504025936127,-0.843970060348511,2.0794415473938,1.0612565279007,4.09434461593628,4.23410654067993,5.31409740447998,11.7404279708862,13.9430227279663,1
"Republic of North Macedonia","Central Europe",NA,NA,0,-0.24846139550209,-0.544727206230164,2.19722461700439,1.20785071501136,4.14313459396362,4.33073329925537,1.57247984409332,11.4693365097046,NA,1001
"Romania","Central Europe",0.302894800901413,7.71646070480347,3.52636051177979,-0.210721030831337,-0.616186082363129,2.4849066734314,1.07158362865448,4.27666616439819,4.38202667236328,4.49013042449951,13.7400827407837,15.4064245223999,1
"Russian Federation","Eastern Europe",0,7.75662326812744,4.09434461593628,-0.139262065291405,-0.301105082035065,2.19722461700439,0.996948659420013,4.60517024993896,4.33073329925537,6.42254686355591,15.2597160339355,18.4139308929443,1
"Rwanda","Eastern Sub-Saharan Africa",0.165110096335411,4.31748819351196,2.83321332931519,-0.891598105430603,-1.6607311964035,0.6931471824646,1.51072204113007,4.20469284057617,3.63758611679077,7.74275255203247,13.497371673584,13.8864612579346,1001
"Saint Lucia","Caribbean",0.0579235851764679,2.56494927406311,2.83321332931519,-0.261364787817001,-1.6607311964035,1.94591009616852,1.19641097214677,4.09434461593628,4.1588830947876,3.91022825241089,9.36598968505859,NA,1001
"Saint Vincent and the Grenadines","Caribbean",0,0,2.83321332931519,-0.261364787817001,-0.653926491737366,1.94591009616852,1.03736061602645,3.80666255950928,4.06044292449951,5.30114936828613,8.94554996490479,NA,1001
"Samoa","Oceania",NA,NA,0,-0.415515393018723,-1.6607311964035,1.0986123085022,1.90954256057739,3.83664214909375,3.8712010383606,4.45264196395874,9.808913230896,11.8333406448364,1001
"Sao Tome and Principe","Western Sub-Saharan Africa",NA,NA,0,-0.755022585391998,-0.385662466287613,0.6931471824646,1.34547233581543,3.66356158256531,3.68887948989868,2.70798230171204,8.84899520874023,NA,812
"Saudi Arabia","North Africa and Middle East",0.319547683000565,7.35436248779297,3.36729574203491,-0.2231435328722,-0.174353420734406,0,1.55595639008284,4.23410654067993,4.38202667236328,2.75360703468323,13.8380422592163,17.4826984405518,1001
"Senegal","Western Sub-Saharan Africa",0.255965650081635,5.16478586196899,3.36729574203491,-1.02165114879608,-0.776528775691986,0.6931471824646,2.15871477127075,3.80666255950928,3.465735912323,6.08635759353638,12.9362277984619,9.95408535003662,1001
"Serbia","Central Europe",0.241469994187355,6.80239486694336,3.21887588500977,-0.235722303390503,-0.510825574398041,2.39789533615112,1.08856201171875,4.23410654067993,4.35670900344849,3.23392653465271,12.5877628326416,14.6320705413818,1001
"Seychelles","Southeast Asia",0,2.30258512496948,2.83321332931519,-0.24846139550209,-0.562118947505951,1.60943794250488,1.32972395420074,3.8712010383606,4.20469284057617,4.15811157226562,8.45612239837646,13.0284948348999,1001
"Sierra Leone","Western Sub-Saharan Africa",0,0,0,-1.04982209205627,-0.891598105430603,0.6931471824646,1.79009139537811,3.63758611679077,3.465735912323,6.75580263137817,12.4413785934448,NA,812
"Singapore","High-income Asia Pacific",0.198042050004005,6.8308744430542,4.21950769424438,-0.0943106487393379,0,1.7917594909668,1.19088757038116,4.51085948944092,4.51085948944092,4.06079053878784,12.3265056610107,17.5143775939941,1001
"Slovakia","Central Europe",0.291370809078217,5.89440298080444,3.21887588500977,-0.127833381295204,-0.616186082363129,2.30258512496948,1.17248213291168,4.23410654067993,4.44265127182007,1.65782749652863,12.0466527938843,NA,812
"Slovenia","Central Europe",0.224817112088203,6.68710851669312,3.25809645652771,-0.139262065291405,-0.597836971282959,2.56494927406311,1.04731893539429,4.40671920776367,4.52178859710693,2.06520557403564,11.5065793991089,13.9060478210449,1
"Solomon Islands","Oceania",NA,NA,0,-0.713349878787994,-1.42711639404297,0.6931471824646,1.60344323152304,3.52636051177979,3.52636051177979,4.38568210601807,10.9550943374634,12.9664249420166,1001
"Somalia","Eastern Sub-Saharan Africa",0.156944617629051,1.60943794250488,2.70805025100708,-1.89711999893188,-0.798507750034332,0,1.82131223988533,3.43398714065552,2.99573230743408,5.43597316741943,13.3976602554321,8.40871715545654,1001
"South Africa","Southern Sub-Saharan Africa",0.312662988901138,7.21007966995239,3.25809645652771,-0.314710706472397,-0.415515393018723,1.3862943649292,1.17557334899902,4.18965482711792,3.93182563781738,9.35572052001953,13.9418611526489,16.9902992248535,1
"South Sudan","Eastern Sub-Saharan Africa",NA,NA,0,-1.27296566963196,-1.60943794250488,0,1.78339123725891,3.66356158256531,3.29583692550659,6.84690237045288,13.0441417694092,NA,1001
"Spain","Western Europe",0.0990210250020027,11.4713010787964,4.07753753662109,-0.174353420734406,-0.2231435328722,2.63905739784241,1.18172717094421,4.43081665039062,4.53259944915771,5.90373754501343,14.6797103881836,18.205904006958,1
"Sri Lanka","Southeast Asia",0,4.96284484863281,4.1588830947876,-0.314710706472397,-1.6607311964035,1.7917594909668,1.39453084170818,3.82864141464233,4.29045963287354,2.24873399734497,13.8965129852295,15.5874710083008,1001
"State of Palestine","North Africa and Middle East",0.0446249544620514,4.77912330627441,3.25809645652771,-0.527632772922516,-0.274436861276627,0.6931471824646,1.77325594425201,4.11478423333168,4.06044292449951,1.05322325229645,12.4824066162109,NA,1001
"Sudan","North Africa and Middle East",0.0579235851764679,1.94591009616852,2.89037179946899,-0.798507750034332,-1.02165114879608,0.6931471824646,1.72097933292389,4.17438745498657,3.8712010383606,5.52952909469604,14.5571908950806,12.5060214996338,1
"Suriname","Caribbean",0.0990210250020027,2.19722461700439,2.83321332931519,-0.314710706472397,-0.415515393018723,1.60943794250488,1.37118077278137,4.29045963287354,4.02535152435303,6.40759944915771,10.6482744216919,12.5148324966431,1001
"Swaziland","Southern Sub-Saharan Africa",0.313889235258102,2.19722461700439,2.83321332931519,-0.415515393018723,-1.42711639404297,0.6931471824646,1.556037068367,3.7376697063446,3.76120018959045,9.97069454193115,10.6494617462158,NA,812
"Sweden","Western Europe",0,8.39728260040283,4.09434461593628,-0.0943106487393379,-0.139262065291405,2.63905739784241,0.821129118182501,4.52178859710693,4.5643482208252,3.60716676712036,13.6049165725708,NA,1001
"Switzerland","Western Europe",0.312369465827942,9.71745872497559,3.55534815788269,-0.061875406652689,-0.162518903613091,2.56494927406311,0.792992532253265,4.46111841416359,4.5643482208252,5.1982479095459,13.1307401657104,17.1778984069824,1001
"Syrian Arab Republic","North Africa and Middle East",0.0990210250020027,2.30258512496948,2.19722461700439,-0.494296312332153,-0.616186082363129,1.0986123085022,1.71975264537334,4.31748819351196,4.21950769424438,1.02755093574524,13.6895475387573,9.79238796234131,1001
"Tajikistan","Central Asia",NA,NA,0,-0.527632772922516,-1.34707367420197,0.6931471824646,1.83577632904053,4.06044292449951,3.97029185295105,3.94618463516235,12.4819231033325,13.1068840026855,1
"Thailand","Southeast Asia",0.0828312113881111,7.4091362953186,4.23410654067993,-0.314710706472397,-0.579818487167358,1.94591009616852,1.30562651157379,4.36944770812988,4.26268005371094,6.45317649841309,15.0988893508911,18.1469421386719,1001
"Timor-Leste","Southeast Asia",0,0,2.19722461700439,-0.733969211578369,-1.17118299007416,1.0986123085022,1.66203033924103,3.78418970108032,3.80666255950928,5.42016744613647,10.9695730209351,NA,812
"Togo","Western Sub-Saharan Africa",0,3.52636051177979,3.21887588500977,-0.967584013938904,-0.867500603199005,0.6931471824646,1.55814456939697,3.465735912323,3.49650764465332,7.44021272659302,12.5247106552124,13.2468700408936,1
"Tonga","Oceania",NA,NA,0,-0.430782943964005,-1.46967589855194,1.3862943649292,1.4683184376359,4.04305124282837,3.93182563781738,2.94149112701416,9.42853450775146,NA,1001
"Trinidad and Tobago","Caribbean",0.28463289141655,4.46590805053711,2.83321332931519,-0.162518903613091,-0.63487833738327,1.94591009616852,1.41342306137085,3.89182019233704,4.17438745498657,6.39826250076294,11.504264831543,14.7418031692505,1
"Tunisia","North Africa and Middle East",0.224087983369827,5.97635078430176,3.29583692550659,-0.371063679456711,-0.385662466287613,1.60943794250488,1.51509716823697,4.18965482711792,4.26268005371094,3.41118597984314,13.1568489074707,15.2681074142456,1001
"Turkey","North Africa and Middle East",0.526373565196991,9.51273822784424,2.99573230743408,-0.328504025936127,-0.287682086229324,1.7917594909668,1.51951324939728,4.29045963287354,4.33073329925537,1.74677324295044,15.1769952774048,18.5656070709229,1
"Turkmenistan","Central Asia",NA,NA,0,-0.210721030831337,-0.653926491737366,1.0986123085022,1.57267734181881,4.20469284057617,4.1588830947876,3.30604863166809,11.9668207168579,14.7146444320679,1001
"Uganda","Eastern Sub-Saharan Africa",0.092670775949955,3.78418970108032,2.30258512496948,-0.916290700435638,-1.42711639404297,0,1.59533894062042,3.93182563781738,3.465735912323,8.52486038208008,14.4707841873169,9.9775276184082,1
"Ukraine","Eastern Europe",0.277987152338028,6.46925020217896,3.33220458030701,-0.18632960319519,-0.371063679456711,2.39789533615112,0.982078492641449,4.31748819351196,4.33073329925537,5.8915753364563,14.3385391235352,15.8766403198242,1
"United Arab Emirates (the)","North Africa and Middle East",0.0671433731913567,6.49828195571899,4.12713432312012,-0.0943106487393379,-0.139262065291405,NA,1.56732587653399,4.55387687683105,4.26268005371094,4.1185097694397,13.2392110824585,18.3749828338623,1001
"United Kingdom","Western Europe",0.229919701814651,5.8021183013916,3.29583692550659,-0.0943106487393379,-0.18632960319519,2.4849066734314,0.908258557319641,4.53259944915771,4.51085948944092,4.77383327484131,15.5343713760376,18.9238090515137,1
"United Republic of Tanzania","Eastern Sub-Saharan Africa",0.0220215264707804,2.94443893432617,2.70805025100708,-0.843970060348511,-1.07880961894989,0.6931471824646,1.6193882226944,3.85014748573303,3.55534815788269,8.10627555847168,14.9473123550415,14.2086038589478,1
"United States of America","High-income North America",0.112636767327785,12.1451120376587,4.23410654067993,-0.061875406652689,-0.198450952768326,2.30258512496948,0.951657831668854,4.51085948944092,4.48863649368286,5.91812896728516,16.5997314453125,20.6056327819824,1
"Uruguay","Southern Latin America",0.132710844278336,5.82304573059082,2.83321332931519,-0.274436861276627,-0.0512933060526848,2.30258512496948,1.20597076416016,4.44265127182007,4.27666616439819,5.79636144638062,12.1091060638428,NA,812
"Uzbekistan","Central Asia",0.126170113682747,5.14749431610107,2.7725887298584,-0.328504025936127,-0.673344552516937,0.6931471824646,1.65632140636444,3.78418970108032,4.1588830947876,3.98133134841919,13.9941902160645,14.9328002929688,1
"Vanuatu","Oceania",NA,NA,0,-0.579818487167358,-1.3862943649292,1.0986123085022,1.49428278552741,3.52636051177979,3.49650764465332,4.46958827972412,10.3074007034302,12.8336219787598,1001
"Venezuela (Bolivarian Republic of)","Central Latin America",0.133594170212746,4.90527486801147,2.83321332931519,-0.287682086229324,-0.127833381295204,1.3862943649292,1.46556746959686,4.20469284057617,4.21950769424438,5.7453236579895,14.0203742980957,14.5752744674683,1
"Viet Nam","Southeast Asia",0.198042050004005,5.35658645629883,4.21950769424438,-0.400477528572083,-1.04982209205627,1.3862943649292,1.57277393341064,4.11087369918823,4.12713432312012,5.61465549468994,15.1037359237671,17.6667137145996,1001
"Virgin Islands (U.S.)","Caribbean",NA,NA,0,-0.105360545217991,-0.105360545217991,2.39789533615112,0.891205648810826,4.26830872130394,4.30406522750854,5.05307865142822,8.88632488250732,NA,1001
"Yemen","North Africa and Middle East",NA,NA,0,-0.776528775691986,-0.994252264499664,0.6931471824646,1.90061390399933,3.95124363899231,3.80666255950928,3.29552125930786,14.0885362625122,12.7257890701294,1
"Zambia","Eastern Sub-Saharan Africa",0.350962251424789,3.55534815788269,2.56494927406311,-0.713349878787994,-0.820980548858643,0,1.63510572910309,3.43398714065552,3.43398714065552,9.16242218017578,13.3951234817505,9.0942554473877,1
"Zimbabwe","Southern Sub-Saharan Africa",0.140118464827538,2.0794415473938,2.39789533615112,-0.562118947505951,-1.13943433761597,0.6931471824646,1.43270075321198,4.00733327865601,3.49650764465332,9.34232807159424,12.8766222000122,12.5515718460083,1
