"","Est","Var","Country","Date","Exposure","Upper","Lower"
"669",9.17068718677854,0.169968229185177,"Mauritania",2020-06-22,101,9.5106236451489,8.83075072840819
"670",9.30249871085236,0.169912520980447,"Mauritania",2020-06-23,102,9.64232375281326,8.96267366889147
"671",9.43553729131287,0.17206726795817,"Mauritania",2020-06-24,103,9.77967182722921,9.09140275539653
"672",9.56832928793782,0.177340670219459,"Mauritania",2020-06-25,104,9.92301062837674,9.2136479474989
"673",9.69954164887575,0.178544551484918,"Mauritania",2020-06-26,105,10.0566307518456,9.34245254590591
"674",5.82206354398707,0.133713257170711,"Mauritius",2020-06-06,81,6.08949005832849,5.55463702964565
"675",5.82613187302407,0.133001428141185,"Mauritius",2020-06-07,82,6.09213472930644,5.5601290167417
"676",5.82849250459776,0.134054497592175,"Mauritius",2020-06-08,83,6.09660149978211,5.56038350941341
"677",5.82771252774318,0.134740289173944,"Mauritius",2020-06-09,84,6.09719310609107,5.5582319493953
"678",5.82861976720107,0.138920306436414,"Mauritius",2020-06-10,85,6.1064603800739,5.55077915432825
"679",5.83006574937435,0.140631897959755,"Mauritius",2020-06-11,86,6.11132954529386,5.54880195345484
"680",5.83154516199874,0.142994631906127,"Mauritius",2020-06-12,87,6.117534425811,5.54555589818649
"681",5.8331002644922,0.141083724908997,"Mauritius",2020-06-13,88,6.1152677143102,5.55093281467421
"682",5.83727969072725,0.146796527149065,"Mauritius",2020-06-14,89,6.13087274502538,5.54368663642912
"683",5.83569893591099,0.146534987580633,"Mauritius",2020-06-15,90,6.12876891107225,5.54262896074972
"684",5.83581061538293,0.150229686632382,"Mauritius",2020-06-16,91,6.13626998864769,5.53535124211816
"685",5.84001822184422,0.152870971154433,"Mauritius",2020-06-17,92,6.14576016415308,5.53427627953535
"686",5.84144283230577,0.156046167355211,"Mauritius",2020-06-18,93,6.15353516701619,5.52935049759535
"687",5.84193032355087,0.157248248793956,"Mauritius",2020-06-19,94,6.15642682113878,5.52743382596296
"688",5.84567622845133,0.161452900049765,"Mauritius",2020-06-20,95,6.16858202855086,5.5227704283518
"689",5.84075669350334,0.163948510779329,"Mauritius",2020-06-21,96,6.16865371506199,5.51285967194468
"690",5.84560731580739,0.169172214122913,"Mauritius",2020-06-22,97,6.18395174405322,5.50726288756157
"691",5.84511773898433,0.169181533113668,"Mauritius",2020-06-23,98,6.18348080521166,5.50675467275699
"692",5.84522355857369,0.171110085085179,"Mauritius",2020-06-24,99,6.18744372874405,5.50300338840333
"693",5.84769425871901,0.175874151028677,"Mauritius",2020-06-25,100,6.19944256077637,5.49594595666166
"694",5.85486458168524,0.179507468058487,"Mauritius",2020-06-26,101,6.21387951780221,5.49584964556827
"695",2.06508657271197,0.168708553314821,"Mayotte",2020-03-22,7,2.40250367934161,1.72766946608233
"696",2.37610493957431,0.19389940853799,"Mayotte",2020-03-23,8,2.76390375665029,1.98830612249833
"697",2.68108207305173,0.220623251254832,"Mayotte",2020-03-24,9,3.12232857556139,2.23983557054207
"698",2.99047250939986,0.250191085593227,"Mayotte",2020-03-25,10,3.49085468058631,2.4900903382134
"699",3.3037410557925,0.276034932892948,"Mayotte",2020-03-26,11,3.85581092157839,2.7516711900066
"700",3.6096853646426,0.304872474455357,"Mayotte",2020-03-27,12,4.21943031355331,2.99994041573189
"701",9.02899251568761,0.133380721015207,"Morocco",2020-06-06,97,9.29575395771802,8.7622310736572
"702",9.03767076465046,0.131986644923338,"Morocco",2020-06-07,98,9.30164405449714,8.77369747480378
"703",9.04575586637073,0.134526723456923,"Morocco",2020-06-08,99,9.31480931328457,8.77670241945688
"704",9.05890479128335,0.133469095656241,"Morocco",2020-06-09,100,9.32584298259583,8.79196659997087
"705",9.06838933157528,0.138059876376183,"Morocco",2020-06-10,101,9.34450908432764,8.79226957882291
"706",9.07301157352787,0.140338661290109,"Morocco",2020-06-11,102,9.35368889610809,8.79233425094765
"707",9.08614996598823,0.144372206347615,"Morocco",2020-06-12,103,9.37489437868346,8.797405553293
"708",9.09427193012131,0.144643134153066,"Morocco",2020-06-13,104,9.38355819842745,8.80498566181518
"709",9.10684632889498,0.146422520336864,"Morocco",2020-06-14,105,9.39969136956871,8.81400128822125
"710",9.11456300943178,0.147755206224189,"Morocco",2020-06-15,106,9.41007342188016,8.8190525969834
"711",9.1277044322937,0.1537850412354,"Morocco",2020-06-16,107,9.4352745147645,8.8201343498229
"712",9.14005906434964,0.155780443356645,"Morocco",2020-06-17,108,9.45161995106293,8.82849817763635
"713",9.14605243202909,0.15495176820627,"Morocco",2020-06-18,109,9.45595596844163,8.83614889561655
"714",9.15279803100883,0.159800078221919,"Morocco",2020-06-19,110,9.47239818745267,8.83319787456499
"715",9.16657332610692,0.162871038904473,"Morocco",2020-06-20,111,9.49231540391587,8.84083124829797
"716",9.17315502144597,0.163173682203071,"Morocco",2020-06-21,112,9.49950238585211,8.84680765703983
"717",9.1850082668912,0.167472187687796,"Morocco",2020-06-22,113,9.51995264226679,8.85006389151561
"718",9.19168971559813,0.168573296938312,"Morocco",2020-06-23,114,9.52883630947475,8.85454312172151
"719",9.20426421423856,0.174589365747064,"Morocco",2020-06-24,115,9.55344294573269,8.85508548274443
"720",9.21245832061177,0.177367780740379,"Morocco",2020-06-25,116,9.56719388209253,8.85772275913101
"721",9.22472605531463,0.177259643798741,"Morocco",2020-06-26,117,9.57924534291211,8.87020676771715
"722",5.88774915777451,0.131918861695676,"Mozambique",2020-06-06,77,6.15158688116586,5.62391143438315
"723",5.93781089766961,0.132503874236095,"Mozambique",2020-06-07,78,6.2028186461418,5.67280314919742
"724",5.98466919670304,0.134670033132229,"Mozambique",2020-06-08,79,6.2540092629675,5.71532913043858
"725",6.03398877968568,0.137498248755853,"Mozambique",2020-06-09,80,6.30898527719738,5.75899228217397
"726",6.08199806666575,0.133184392886273,"Mozambique",2020-06-10,81,6.3483668524383,5.81562928089321
"727",6.13037206819786,0.140498261253853,"Mozambique",2020-06-11,82,6.41136859070557,5.84937554569015
"728",6.18412049097744,0.139181496294887,"Mozambique",2020-06-12,83,6.46248348356722,5.90575749838767
"729",6.23308544497773,0.142386796341515,"Mozambique",2020-06-13,84,6.51785903766076,5.9483118522947
"730",6.27983536323702,0.145557562232455,"Mozambique",2020-06-14,85,6.57095048770193,5.98872023877211
"731",6.32429184908983,0.149959127713463,"Mozambique",2020-06-15,86,6.62421010451676,6.02437359366291
"732",6.37951403730828,0.151652845027691,"Mozambique",2020-06-16,87,6.68281972736366,6.07620834725289
"733",6.42942487966264,0.155135823186154,"Mozambique",2020-06-17,88,6.73969652603495,6.11915323329034
"734",6.47595099355719,0.156848253352777,"Mozambique",2020-06-18,89,6.78964750026275,6.16225448685164
"735",6.52475800416964,0.158081123125393,"Mozambique",2020-06-19,90,6.84092025042042,6.20859575791885
"736",6.57677881921473,0.16026389497791,"Mozambique",2020-06-20,91,6.89730660917055,6.25625102925891
"737",6.62578864832288,0.165112117949402,"Mozambique",2020-06-21,92,6.95601288422169,6.29556441242408
"738",6.67719545657745,0.165051474558378,"Mozambique",2020-06-22,93,7.00729840569421,6.34709250746069
"739",6.72380488355922,0.170766641541344,"Mozambique",2020-06-23,94,7.0653381666419,6.38227160047653
"740",6.77453874531854,0.172860778712458,"Mozambique",2020-06-24,95,7.12026030274346,6.42881718789363
"741",6.82401003593682,0.176201460552733,"Mozambique",2020-06-25,96,7.17641295704229,6.47160711483135
"742",6.87566224887988,0.179759292056624,"Mozambique",2020-06-26,97,7.23518083299313,6.51614366476663
"743",3.31506766811365,0.132576013910557,"Namibia",2020-06-06,85,3.58021969593477,3.04991564029254
"744",3.34198919948026,0.132670773121743,"Namibia",2020-06-07,86,3.60733074572375,3.07664765323678
"745",3.36922906125993,0.13445118755243,"Namibia",2020-06-08,87,3.63813143636479,3.10032668615507
"746",3.39903964916316,0.137485793570684,"Namibia",2020-06-09,88,3.67401123630453,3.12406806202179
"747",3.42195538960821,0.13616621686867,"Namibia",2020-06-10,89,3.69428782334555,3.14962295587087
"748",3.44593248268014,0.139639326647192,"Namibia",2020-06-11,90,3.72521113597452,3.16665382938575
"749",3.47236045127648,0.143117247570884,"Namibia",2020-06-12,91,3.75859494641825,3.18612595613471
"750",3.50061246400895,0.146261192535375,"Namibia",2020-06-13,92,3.7931348490797,3.2080900789382
"751",3.5273656697294,0.146950819961859,"Namibia",2020-06-14,93,3.82126730965312,3.23346402980568
"752",3.55207112785392,0.151506134185798,"Namibia",2020-06-15,94,3.85508339622551,3.24905885948232
"753",3.5769710885083,0.154175225756059,"Namibia",2020-06-16,95,3.88532154002042,3.26862063699618
"754",3.60582714365085,0.154106826567963,"Namibia",2020-06-17,96,3.91404079678678,3.29761349051493
"755",3.63196589016725,0.157103824601065,"Namibia",2020-06-18,97,3.94617353936938,3.31775824096512
"756",3.65581735733366,0.160640555168941,"Namibia",2020-06-19,98,3.97709846767155,3.33453624699578
"757",3.68155986251123,0.162493186202779,"Namibia",2020-06-20,99,4.00654623491679,3.35657349010567
"758",3.70897838334626,0.167474748149062,"Namibia",2020-06-21,100,4.04392787964439,3.37402888704814
"759",3.7335576778689,0.169558433769384,"Namibia",2020-06-22,101,4.07267454540766,3.39444081033013
