"Country_Region","Confirmed","Deaths","Recovered","Date","New Cases","New Deaths","New Recoveries","DaysSince","Exposure","prediction","Day","upper","lower"
"Congo (Brazzaville)",1087,37,456,2020-06-25,0,0,0,86,103,211.267372599865,86,1010.20118619194,44.1831818605384
"Congo (Kinshasa)",6411,142,885,2020-06-25,198,0,15,86,107,8453.4737439279,86,41563.3680749076,1719.33174930596
"Cote d'Ivoire",8334,60,3487,2020-06-25,170,2,68,86,107,7674.9208402176,86,39584.4422626747,1488.06971973302
"Eswatini",706,8,347,2020-06-25,16,1,16,86,104,2518.65401756872,86,13383.620616959,473.983703047947
"Sao Tome and Principe",711,13,214,2020-06-25,1,0,3,86,81,NA,86,NA,NA
"Congo (Brazzaville)",1087,37,456,2020-06-26,0,0,0,87,104,214.807767387002,87,1027.42994395711,44.910484847339
"Congo (Kinshasa)",6552,149,900,2020-06-26,141,7,15,87,108,8589.77270943918,87,42245.3808661429,1746.56243326616
"Cote d'Ivoire",8739,64,3587,2020-06-26,405,4,100,87,108,7798.66686493958,87,40233.9828848015,1511.63768808186
"Eswatini",728,8,367,2020-06-26,22,0,20,87,105,2560.4501658869,87,13609.6513944852,481.709991091084
"Sao Tome and Principe",712,13,219,2020-06-26,1,0,5,87,82,NA,87,NA,NA
"Congo (Brazzaville)",1087,37,456,2020-06-27,0,0,0,88,105,218.372424227679,88,1044.78180971079,45.6425592595967
"Congo (Kinshasa)",6690,153,937,2020-06-27,138,4,37,88,109,8726.9706880939,88,42932.0841672174,1773.96506291687
"Cote d'Ivoire",8944,66,3722,2020-06-27,205,2,135,88,109,7923.22910497364,88,40887.9906910019,1535.35447423481
"Eswatini",745,8,370,2020-06-27,17,0,3,88,106,2602.52997652594,88,13837.2816886769,489.486477987843
"Sao Tome and Principe",713,13,219,2020-06-27,1,0,0,88,83,NA,88,NA,NA
"Congo (Brazzaville)",1087,37,456,2020-06-28,0,0,0,89,106,221.961273700202,89,1062.25646669958,46.3793900692244
"Congo (Kinshasa)",6827,157,985,2020-06-28,137,4,48,89,110,8865.06520310981,89,43623.4663581111,1801.53911681931
"Cote d'Ivoire",9101,66,3808,2020-06-28,157,0,86,89,110,8048.60531164568,89,41546.4546145115,1559.21962689024
"Eswatini",781,11,372,2020-06-28,36,3,2,89,107,2644.89264559131,89,14066.5074233576,497.313007142556
"Sao Tome and Principe",713,13,219,2020-06-28,0,0,0,89,84,NA,89,NA,NA
"Congo (Brazzaville)",1087,37,456,2020-06-29,0,0,0,90,107,225.574247243037,90,1079.85360200478,47.1209624386082
"Congo (Kinshasa)",6939,167,1050,2020-06-29,112,10,65,90,111,9004.05380726293,90,44319.5159542963,1829.2840799004
"Cote d'Ivoire",9214,66,3996,2020-06-29,113,0,188,90,111,8174.79326311756,90,42209.3637176066,1583.23270025595
"Eswatini",795,11,380,2020-06-29,14,0,8,90,108,2687.53737905471,90,14297.3245712302,505.189423925541
"Sao Tome and Principe",713,13,235,2020-06-29,0,0,16,90,85,NA,90,NA,NA
"Congo (Brazzaville)",1087,37,456,2020-06-30,0,0,0,91,108,229.211277136104,91,1097.57290645998,47.867261716413
"Congo (Kinshasa)",7039,170,1426,2020-06-30,100,3,376,91,112,9143.93408226826,91,45020.2216039366,1857.19944331763
"Cote d'Ivoire",9499,68,4273,2020-06-30,285,2,277,91,112,8301.79076382487,91,42876.7071889377,1607.39325393228
"Eswatini",812,11,408,2020-06-30,17,0,28,91,109,2730.46339254156,91,14529.729152838,513.115575630213
"Sao Tome and Principe",714,13,236,2020-06-30,1,0,1,91,86,NA,91,NA,NA
"Congo (Brazzaville)",1382,41,486,2020-07-01,295,4,30,92,109,232.872296482662,92,1115.4140745714,48.61827343352
"Congo (Kinshasa)",7122,175,1785,2020-07-01,83,5,359,92,113,9284.70363817926,92,45725.572085168,1885.2847043281
"Cote d'Ivoire",9702,68,4381,2020-07-01,203,0,108,92,113,8429.59564393178,92,43548.4743409388,1631.70085279873
"Eswatini",840,11,418,2020-07-01,28,0,10,92,110,2773.66991112507,92,14763.7172355568,521.09131143153
"Sao Tome and Principe",715,13,252,2020-07-01,1,0,16,92,87,NA,92,NA,NA
"Congo (Brazzaville)",1382,41,486,2020-07-02,0,0,0,93,110,236.557239191739,93,1133.37680444048,49.373983299088
"Congo (Kinshasa)",7189,176,2317,2020-07-02,67,1,532,93,114,9426.36011280477,93,46435.5563034597,1913.53936616146
"Cote d'Ivoire",9992,68,4660,2020-07-02,290,0,279,93,114,8558.20575880153,93,44224.6546073148,1656.15506690399
"Eswatini",873,11,452,2020-07-02,33,0,34,93,111,2817.15616912652,93,14999.2849326179,529.116482345699
"Sao Tome and Principe",717,13,260,2020-07-02,2,0,8,93,88,NA,93,NA,NA
"Congo (Brazzaville)",1557,44,501,2020-07-03,175,3,15,94,111,240.266039961101,94,1151.46079768888,50.1343771967367
"Congo (Kinshasa)",7311,179,2684,2020-07-03,122,3,367,94,115,9568.90117114324,94,47150.1632890517,1941.96293789649
"Cote d'Ivoire",10244,70,4726,2020-07-03,252,2,66,94,115,8687.61898848293,94,44905.2375406011,1680.75547135918
"Eswatini",909,13,515,2020-07-03,36,2,63,94,112,2860.92140992154,94,15236.42840216,537.19094119112
"Sao Tome and Principe",719,13,267,2020-07-03,2,0,7,94,89,NA,94,NA,NA
"Congo (Brazzaville)",1557,44,501,2020-07-04,0,0,0,95,112,243.998634260729,95,1169.66575938569,50.8994411808452
"Congo (Kinshasa)",7379,182,2961,2020-07-04,68,3,277,95,116,9712.32450483318,95,47869.382194466,1970.55493434148
"Cote d'Ivoire",10462,72,4807,2020-07-04,218,2,81,95,116,8817.83323721128,95,45590.212809792,1705.5016462342
"Eswatini",954,13,535,2020-07-04,45,0,20,95,113,2904.96488575217,95,15475.1438463091,545.314542550491
"Sao Tome and Principe",719,13,267,2020-07-04,0,0,0,95,90,NA,95,NA,NA
"Congo (Brazzaville)",1557,44,501,2020-07-05,0,0,0,96,113,NA,NA,NA,NA
"Congo (Kinshasa)",7411,182,3184,2020-07-05,32,0,223,96,117,NA,NA,NA,NA
"Cote d'Ivoire",10772,74,5067,2020-07-05,310,2,260,96,117,NA,NA,NA,NA
"Eswatini",988,13,547,2020-07-05,34,0,12,96,114,NA,NA,NA,NA
"Sao Tome and Principe",720,13,268,2020-07-05,1,0,1,96,91,NA,NA,NA,NA
"Congo (Brazzaville)",1557,44,501,2020-07-06,0,0,0,97,114,NA,NA,NA,NA
"Congo (Kinshasa)",7432,182,3226,2020-07-06,21,0,42,97,118,NA,NA,NA,NA
"Cote d'Ivoire",10966,75,5384,2020-07-06,194,1,317,97,118,NA,NA,NA,NA
"Eswatini",1011,13,564,2020-07-06,23,0,17,97,115,NA,NA,NA,NA
"Sao Tome and Principe",721,13,269,2020-07-06,1,0,1,97,92,NA,NA,NA,NA
"Congo (Brazzaville)",1557,44,501,2020-07-07,0,0,0,98,115,NA,NA,NA,NA
"Congo (Kinshasa)",7432,182,3226,2020-07-07,0,0,0,98,119,NA,NA,NA,NA
"Cote d'Ivoire",11194,76,5487,2020-07-07,228,1,103,98,119,NA,NA,NA,NA
"Eswatini",1056,14,570,2020-07-07,45,1,6,98,116,NA,NA,NA,NA
"Sao Tome and Principe",724,13,279,2020-07-07,3,0,10,98,93,NA,NA,NA,NA
"Congo (Brazzaville)",1821,47,525,2020-07-08,264,3,24,99,116,NA,NA,NA,NA
"Congo (Kinshasa)",7432,182,3226,2020-07-08,0,0,0,99,120,NA,NA,NA,NA
"Cote d'Ivoire",11504,78,5571,2020-07-08,310,2,84,99,120,NA,NA,NA,NA
"Eswatini",1138,14,588,2020-07-08,82,0,18,99,117,NA,NA,NA,NA
"Sao Tome and Principe",724,13,283,2020-07-08,0,0,4,99,94,NA,NA,NA,NA
"Congo (Brazzaville)",1821,47,525,2020-07-09,0,0,0,100,117,NA,NA,NA,NA
"Congo (Kinshasa)",7846,189,3513,2020-07-09,414,7,287,100,121,NA,NA,NA,NA
"Cote d'Ivoire",11750,79,5752,2020-07-09,246,1,181,100,121,NA,NA,NA,NA
"Eswatini",1213,17,609,2020-07-09,75,3,21,100,118,NA,NA,NA,NA
"Sao Tome and Principe",726,14,283,2020-07-09,2,1,0,100,95,NA,NA,NA,NA
"Congo (Brazzaville)",2028,47,589,2020-07-10,207,0,64,101,118,NA,NA,NA,NA
"Congo (Kinshasa)",7905,189,3513,2020-07-10,59,0,0,101,122,NA,NA,NA,NA
"Cote d'Ivoire",12052,81,6080,2020-07-10,302,2,328,101,122,NA,NA,NA,NA
"Eswatini",1257,18,633,2020-07-10,44,1,24,101,119,NA,NA,NA,NA
"Sao Tome and Principe",727,14,284,2020-07-10,1,0,1,101,96,NA,NA,NA,NA
"Congo (Brazzaville)",2028,47,589,2020-07-11,0,0,0,102,119,NA,NA,NA,NA
"Congo (Kinshasa)",7971,189,3615,2020-07-11,66,0,102,102,123,NA,NA,NA,NA
"Cote d'Ivoire",12443,82,6357,2020-07-11,391,1,277,102,123,NA,NA,NA,NA
"Eswatini",1311,18,656,2020-07-11,54,0,23,102,120,NA,NA,NA,NA
"Sao Tome and Principe",727,14,284,2020-07-11,0,0,0,102,97,NA,NA,NA,NA
"Congo (Brazzaville)",2028,47,589,2020-07-12,0,0,0,103,120,NA,NA,NA,NA
"Congo (Kinshasa)",8033,189,3615,2020-07-12,62,0,0,103,124,NA,NA,NA,NA
"Cote d'Ivoire",12766,84,6654,2020-07-12,323,2,297,103,124,NA,NA,NA,NA
"Eswatini",1351,20,668,2020-07-12,40,2,12,103,121,NA,NA,NA,NA
"Sao Tome and Principe",729,14,286,2020-07-12,2,0,2,103,98,NA,NA,NA,NA
"Congo (Brazzaville)",2028,47,589,2020-07-13,0,0,0,104,121,NA,NA,NA,NA
"Congo (Kinshasa)",8075,190,3620,2020-07-13,42,1,5,104,125,NA,NA,NA,NA
"Cote d'Ivoire",12872,84,6810,2020-07-13,106,0,156,104,125,NA,NA,NA,NA
"Eswatini",1389,20,688,2020-07-13,38,0,20,104,122,NA,NA,NA,NA
"Sao Tome and Principe",732,14,286,2020-07-13,3,0,0,104,99,NA,NA,NA,NA
"Congo (Brazzaville)",2028,47,589,2020-07-14,0,0,0,105,122,NA,NA,NA,NA
"Congo (Kinshasa)",8135,190,3948,2020-07-14,60,0,328,105,126,NA,NA,NA,NA
"Cote d'Ivoire",13037,87,6908,2020-07-14,165,3,98,105,126,NA,NA,NA,NA
"Eswatini",1434,20,695,2020-07-14,45,0,7,105,123,NA,NA,NA,NA
"Sao Tome and Principe",732,14,286,2020-07-14,0,0,0,105,100,NA,NA,NA,NA
"Congo (Brazzaville)",2222,47,589,2020-07-15,194,0,0,106,123,NA,NA,NA,NA
"Congo (Kinshasa)",8163,192,3983,2020-07-15,28,2,35,106,127,NA,NA,NA,NA
"Cote d'Ivoire",13403,87,7146,2020-07-15,366,0,238,106,127,NA,NA,NA,NA
"Eswatini",1489,20,724,2020-07-15,55,0,29,106,124,NA,NA,NA,NA
"Sao Tome and Principe",737,14,322,2020-07-15,5,0,36,106,101,NA,NA,NA,NA
"Congo (Brazzaville)",2358,48,589,2020-07-16,136,1,0,107,124,NA,NA,NA,NA
"Congo (Kinshasa)",8199,193,4248,2020-07-16,36,1,265,107,128,NA,NA,NA,NA
"Cote d'Ivoire",13554,87,7363,2020-07-16,151,0,217,107,128,NA,NA,NA,NA
"Eswatini",1552,21,736,2020-07-16,63,1,12,107,125,NA,NA,NA,NA
"Sao Tome and Principe",740,14,325,2020-07-16,3,0,3,107,102,NA,NA,NA,NA
"Congo (Brazzaville)",2633,49,626,2020-07-17,275,1,37,108,125,NA,NA,NA,NA
"Congo (Kinshasa)",8249,193,4248,2020-07-17,50,0,0,108,129,NA,NA,NA,NA
"Cote d'Ivoire",13696,87,7607,2020-07-17,142,0,244,108,129,NA,NA,NA,NA
"Eswatini",1619,21,769,2020-07-17,67,0,33,108,126,NA,NA,NA,NA
"Sao Tome and Principe",741,14,325,2020-07-17,1,0,0,108,103,NA,NA,NA,NA
"Congo (Brazzaville)",2633,49,626,2020-07-18,0,0,0,109,126,NA,NA,NA,NA
"Congo (Kinshasa)",8324,193,4313,2020-07-18,75,0,65,109,130,NA,NA,NA,NA
"Cote d'Ivoire",13912,91,8000,2020-07-18,216,4,393,109,130,NA,NA,NA,NA
"Eswatini",1729,21,788,2020-07-18,110,0,19,109,127,NA,NA,NA,NA
"Sao Tome and Principe",743,14,337,2020-07-18,2,0,12,109,104,NA,NA,NA,NA
"Congo (Brazzaville)",2633,49,626,2020-07-19,0,0,0,110,127,NA,NA,NA,NA
"Congo (Kinshasa)",8403,194,4335,2020-07-19,79,1,22,110,131,NA,NA,NA,NA
"Cote d'Ivoire",14119,92,8366,2020-07-19,207,1,366,110,131,NA,NA,NA,NA
"Eswatini",1793,21,822,2020-07-19,64,0,34,110,128,NA,NA,NA,NA
"Sao Tome and Principe",746,14,451,2020-07-19,3,0,114,110,105,NA,NA,NA,NA
"Congo (Brazzaville)",2851,50,666,2020-07-20,218,1,40,111,128,NA,NA,NA,NA
"Congo (Kinshasa)",8443,194,4335,2020-07-20,40,0,0,111,132,NA,NA,NA,NA
"Cote d'Ivoire",14312,92,8659,2020-07-20,193,0,293,111,132,NA,NA,NA,NA
"Eswatini",1826,23,850,2020-07-20,33,2,28,111,129,NA,NA,NA,NA
"Sao Tome and Principe",746,14,536,2020-07-20,0,0,85,111,106,NA,NA,NA,NA
"Congo (Brazzaville)",2851,50,666,2020-07-21,0,0,0,112,129,NA,NA,NA,NA
"Congo (Kinshasa)",8534,196,4528,2020-07-21,91,2,193,112,133,NA,NA,NA,NA
"Cote d'Ivoire",14531,93,8857,2020-07-21,219,1,198,112,133,NA,NA,NA,NA
"Eswatini",1894,24,855,2020-07-21,68,1,5,112,130,NA,NA,NA,NA
"Sao Tome and Principe",746,14,588,2020-07-21,0,0,52,112,107,NA,NA,NA,NA
"Congo (Brazzaville)",2851,50,666,2020-07-22,0,0,0,113,130,NA,NA,NA,NA
"Congo (Kinshasa)",8626,197,4790,2020-07-22,92,1,262,113,134,NA,NA,NA,NA
"Cote d'Ivoire",14733,93,8995,2020-07-22,202,0,138,113,134,NA,NA,NA,NA
"Eswatini",1938,25,876,2020-07-22,44,1,21,113,131,NA,NA,NA,NA
"Sao Tome and Principe",747,14,601,2020-07-22,1,0,13,113,108,NA,NA,NA,NA
"Congo (Brazzaville)",2851,50,666,2020-07-23,0,0,0,114,131,NA,NA,NA,NA
"Congo (Kinshasa)",8720,201,5105,2020-07-23,94,4,315,114,135,NA,NA,NA,NA
"Cote d'Ivoire",15001,93,9282,2020-07-23,268,0,287,114,135,NA,NA,NA,NA
"Eswatini",2021,28,882,2020-07-23,83,3,6,114,132,NA,NA,NA,NA
"Sao Tome and Principe",749,14,604,2020-07-23,2,0,3,114,109,NA,NA,NA,NA
"Congo (Brazzaville)",3038,51,756,2020-07-24,187,1,90,115,132,NA,NA,NA,NA
"Congo (Kinshasa)",8767,201,5109,2020-07-24,47,0,4,115,136,NA,NA,NA,NA
"Cote d'Ivoire",15253,94,9499,2020-07-24,252,1,217,115,136,NA,NA,NA,NA
"Eswatini",2073,28,929,2020-07-24,52,0,47,115,133,NA,NA,NA,NA
"Sao Tome and Principe",860,14,610,2020-07-24,111,0,6,115,110,NA,NA,NA,NA
"Congo (Brazzaville)",3038,51,756,2020-07-25,0,0,0,116,133,NA,NA,NA,NA
"Congo (Kinshasa)",8801,204,5305,2020-07-25,34,3,196,116,137,NA,NA,NA,NA
"Cote d'Ivoire",15494,94,9880,2020-07-25,241,0,381,116,137,NA,NA,NA,NA
"Eswatini",2142,28,940,2020-07-25,69,0,11,116,134,NA,NA,NA,NA
"Sao Tome and Principe",862,14,662,2020-07-25,2,0,52,116,111,NA,NA,NA,NA
"Congo (Brazzaville)",3038,51,756,2020-07-26,0,0,0,117,134,NA,NA,NA,NA
"Congo (Kinshasa)",8831,204,5510,2020-07-26,30,0,205,117,138,NA,NA,NA,NA
"Cote d'Ivoire",15596,96,10178,2020-07-26,102,2,298,117,138,NA,NA,NA,NA
"Eswatini",2207,32,986,2020-07-26,65,4,46,117,135,NA,NA,NA,NA
"Sao Tome and Principe",863,14,696,2020-07-26,1,0,34,117,112,NA,NA,NA,NA
"Congo (Brazzaville)",3200,54,829,2020-07-27,162,3,73,118,135,NA,NA,NA,NA
"Congo (Kinshasa)",8844,208,5700,2020-07-27,13,4,190,118,139,NA,NA,NA,NA
"Cote d'Ivoire",15655,96,10361,2020-07-27,59,0,183,118,139,NA,NA,NA,NA
"Eswatini",2316,34,1025,2020-07-27,109,2,39,118,136,NA,NA,NA,NA
"Sao Tome and Principe",865,14,734,2020-07-27,2,0,38,118,113,NA,NA,NA,NA
"Congo (Brazzaville)",3200,54,829,2020-07-28,0,0,0,119,136,NA,NA,NA,NA
"Congo (Kinshasa)",8873,208,5930,2020-07-28,29,0,230,119,140,NA,NA,NA,NA
"Cote d'Ivoire",15713,98,10537,2020-07-28,58,2,176,119,140,NA,NA,NA,NA
"Eswatini",2404,39,1025,2020-07-28,88,5,0,119,137,NA,NA,NA,NA
"Sao Tome and Principe",867,14,759,2020-07-28,2,0,25,119,114,NA,NA,NA,NA
"Congo (Brazzaville)",3200,54,829,2020-07-29,0,0,0,120,137,NA,NA,NA,NA
"Congo (Kinshasa)",8931,210,6095,2020-07-29,58,2,165,120,141,NA,NA,NA,NA
"Cote d'Ivoire",15813,99,10793,2020-07-29,100,1,256,120,141,NA,NA,NA,NA
"Eswatini",2551,40,1070,2020-07-29,147,1,45,120,138,NA,NA,NA,NA
"Sao Tome and Principe",868,15,766,2020-07-29,1,1,7,120,115,NA,NA,NA,NA
"Congo (Brazzaville)",3200,54,829,2020-07-30,0,0,0,121,138,NA,NA,NA,NA
"Congo (Kinshasa)",9010,215,6437,2020-07-30,79,5,342,121,142,NA,NA,NA,NA
"Cote d'Ivoire",15978,100,11160,2020-07-30,165,1,367,121,142,NA,NA,NA,NA
"Eswatini",2577,40,1134,2020-07-30,26,0,64,121,139,NA,NA,NA,NA
"Sao Tome and Principe",870,15,771,2020-07-30,2,0,5,121,116,NA,NA,NA,NA
"Congo (Brazzaville)",3200,54,829,2020-07-31,0,0,0,122,139,NA,NA,NA,NA
"Congo (Kinshasa)",9070,215,6796,2020-07-31,60,0,359,122,143,NA,NA,NA,NA
"Cote d'Ivoire",16047,102,11428,2020-07-31,69,2,268,122,143,NA,NA,NA,NA
"Eswatini",2648,41,1214,2020-07-31,71,1,80,122,140,NA,NA,NA,NA
"Sao Tome and Principe",871,15,778,2020-07-31,1,0,7,122,117,NA,NA,NA,NA
"Congo (Brazzaville)",3200,54,829,2020-08-01,0,0,0,123,140,NA,NA,NA,NA
"Congo (Kinshasa)",9084,215,7030,2020-08-01,14,0,234,123,144,NA,NA,NA,NA
"Cote d'Ivoire",16109,102,11750,2020-08-01,62,0,322,123,144,NA,NA,NA,NA
"Eswatini",2706,43,1214,2020-08-01,58,2,0,123,141,NA,NA,NA,NA
"Sao Tome and Principe",874,15,782,2020-08-01,3,0,4,123,118,NA,NA,NA,NA
"Congo (Brazzaville)",3200,54,829,2020-08-02,0,0,0,124,141,NA,NA,NA,NA
"Congo (Kinshasa)",9115,215,7319,2020-08-02,31,0,289,124,145,NA,NA,NA,NA
"Cote d'Ivoire",16182,102,11801,2020-08-02,73,0,51,124,145,NA,NA,NA,NA
"Eswatini",2775,43,1214,2020-08-02,69,0,0,124,142,NA,NA,NA,NA
"Sao Tome and Principe",874,15,787,2020-08-02,0,0,5,124,119,NA,NA,NA,NA
"Congo (Brazzaville)",3546,58,1589,2020-08-03,346,4,760,125,142,NA,NA,NA,NA
"Congo (Kinshasa)",9133,215,7424,2020-08-03,18,0,105,125,146,NA,NA,NA,NA
"Cote d'Ivoire",16220,102,11887,2020-08-03,38,0,86,125,146,NA,NA,NA,NA
"Eswatini",2838,45,1253,2020-08-03,63,2,39,125,143,NA,NA,NA,NA
"Sao Tome and Principe",874,15,787,2020-08-03,0,0,0,125,120,NA,NA,NA,NA
"Congo (Brazzaville)",3546,58,1589,2020-08-04,0,0,0,126,143,NA,NA,NA,NA
"Congo (Kinshasa)",9178,215,7727,2020-08-04,45,0,303,126,147,NA,NA,NA,NA
"Cote d'Ivoire",16293,103,11955,2020-08-04,73,1,68,126,147,NA,NA,NA,NA
"Eswatini",2856,49,1258,2020-08-04,18,4,5,126,144,NA,NA,NA,NA
"Sao Tome and Principe",875,15,794,2020-08-04,1,0,7,126,121,NA,NA,NA,NA
"Congo (Brazzaville)",3546,58,1589,2020-08-05,0,0,0,127,144,NA,NA,NA,NA
"Congo (Kinshasa)",9253,215,7821,2020-08-05,75,0,94,127,148,NA,NA,NA,NA
"Cote d'Ivoire",16349,103,12191,2020-08-05,56,0,236,127,148,NA,NA,NA,NA
"Eswatini",2909,53,1385,2020-08-05,53,4,127,127,145,NA,NA,NA,NA
"Sao Tome and Principe",878,15,795,2020-08-05,3,0,1,127,122,NA,NA,NA,NA
"Congo (Brazzaville)",3546,58,1589,2020-08-06,0,0,0,128,145,NA,NA,NA,NA
"Congo (Kinshasa)",9309,215,8048,2020-08-06,56,0,227,128,149,NA,NA,NA,NA
"Cote d'Ivoire",16447,103,12484,2020-08-06,98,0,293,128,149,NA,NA,NA,NA
"Eswatini",2968,55,1476,2020-08-06,59,2,91,128,146,NA,NA,NA,NA
"Sao Tome and Principe",878,15,797,2020-08-06,0,0,2,128,123,NA,NA,NA,NA
"Congo (Brazzaville)",3637,58,1589,2020-08-07,91,0,0,129,146,NA,NA,NA,NA
"Congo (Kinshasa)",9355,218,8174,2020-08-07,46,3,126,129,150,NA,NA,NA,NA
"Cote d'Ivoire",16524,104,12802,2020-08-07,77,1,318,129,150,NA,NA,NA,NA
"Eswatini",3036,56,1476,2020-08-07,68,1,0,129,147,NA,NA,NA,NA
"Sao Tome and Principe",878,15,799,2020-08-07,0,0,2,129,124,NA,NA,NA,NA
"Congo (Brazzaville)",3664,58,1589,2020-08-08,27,0,0,130,147,NA,NA,NA,NA
"Congo (Kinshasa)",9436,218,8275,2020-08-08,81,0,101,130,151,NA,NA,NA,NA
"Cote d'Ivoire",16620,104,12893,2020-08-08,96,0,91,130,151,NA,NA,NA,NA
"Eswatini",3128,56,1565,2020-08-08,92,0,89,130,148,NA,NA,NA,NA
"Sao Tome and Principe",878,15,800,2020-08-08,0,0,1,130,125,NA,NA,NA,NA
"Congo (Brazzaville)",3664,58,1589,2020-08-09,0,0,0,131,148,NA,NA,NA,NA
"Congo (Kinshasa)",9454,224,8324,2020-08-09,18,6,49,131,152,NA,NA,NA,NA
"Cote d'Ivoire",16715,105,12926,2020-08-09,95,1,33,131,152,NA,NA,NA,NA
"Eswatini",3236,58,1607,2020-08-09,108,2,42,131,149,NA,NA,NA,NA
"Sao Tome and Principe",878,15,800,2020-08-09,0,0,0,131,126,NA,NA,NA,NA
"Congo (Brazzaville)",3664,58,1589,2020-08-10,0,0,0,132,149,NA,NA,NA,NA
"Congo (Kinshasa)",9489,224,8363,2020-08-10,35,0,39,132,153,NA,NA,NA,NA
"Cote d'Ivoire",16798,105,13052,2020-08-10,83,0,126,132,153,NA,NA,NA,NA
"Eswatini",3309,61,1634,2020-08-10,73,3,27,132,150,NA,NA,NA,NA
"Sao Tome and Principe",878,15,800,2020-08-10,0,0,0,132,127,NA,NA,NA,NA
"Congo (Brazzaville)",3745,60,1625,2020-08-11,81,2,36,133,150,NA,NA,NA,NA
"Congo (Kinshasa)",9499,225,8375,2020-08-11,10,1,12,133,154,NA,NA,NA,NA
"Cote d'Ivoire",16847,105,13321,2020-08-11,49,0,269,133,154,NA,NA,NA,NA
"Eswatini",3410,63,1720,2020-08-11,101,2,86,133,151,NA,NA,NA,NA
"Sao Tome and Principe",881,15,804,2020-08-11,3,0,4,133,128,NA,NA,NA,NA
"Congo (Brazzaville)",3745,60,1625,2020-08-12,0,0,0,134,151,NA,NA,NA,NA
"Congo (Kinshasa)",9538,225,8421,2020-08-12,39,0,46,134,155,NA,NA,NA,NA
"Cote d'Ivoire",16847,105,13321,2020-08-12,0,0,0,134,155,NA,NA,NA,NA
"Eswatini",3525,63,1910,2020-08-12,115,0,190,134,152,NA,NA,NA,NA
"Sao Tome and Principe",882,15,807,2020-08-12,1,0,3,134,129,NA,NA,NA,NA
"Congo (Brazzaville)",3745,60,1625,2020-08-13,0,0,0,135,152,NA,NA,NA,NA
"Congo (Kinshasa)",9589,234,8480,2020-08-13,51,9,59,135,156,NA,NA,NA,NA
"Cote d'Ivoire",16889,107,13522,2020-08-13,42,2,201,135,156,NA,NA,NA,NA
"Eswatini",3599,65,1991,2020-08-13,74,2,81,135,153,NA,NA,NA,NA
"Sao Tome and Principe",883,15,808,2020-08-13,1,0,1,135,130,NA,NA,NA,NA
"Congo (Brazzaville)",3745,60,1625,2020-08-14,0,0,0,136,153,NA,NA,NA,NA
"Congo (Kinshasa)",9605,238,8512,2020-08-14,16,4,32,136,157,NA,NA,NA,NA
"Cote d'Ivoire",16935,108,13721,2020-08-14,46,1,199,136,157,NA,NA,NA,NA
"Eswatini",3670,68,1991,2020-08-14,71,3,0,136,154,NA,NA,NA,NA
"Sao Tome and Principe",885,15,809,2020-08-14,2,0,1,136,131,NA,NA,NA,NA
"Congo (Brazzaville)",3745,60,1625,2020-08-15,0,0,0,137,154,NA,NA,NA,NA
"Congo (Kinshasa)",9638,239,8597,2020-08-15,33,1,85,137,158,NA,NA,NA,NA
"Cote d'Ivoire",16993,108,13759,2020-08-15,58,0,38,137,158,NA,NA,NA,NA
"Eswatini",3745,69,2268,2020-08-15,75,1,277,137,155,NA,NA,NA,NA
"Sao Tome and Principe",885,15,815,2020-08-15,0,0,6,137,132,NA,NA,NA,NA
"Congo (Brazzaville)",3831,76,1625,2020-08-16,86,16,0,138,155,NA,NA,NA,NA
"Congo (Kinshasa)",9676,240,8705,2020-08-16,38,1,108,138,159,NA,NA,NA,NA
"Cote d'Ivoire",17026,110,13947,2020-08-16,33,2,188,138,159,NA,NA,NA,NA
"Eswatini",3839,70,2268,2020-08-16,94,1,0,138,156,NA,NA,NA,NA
"Sao Tome and Principe",885,15,818,2020-08-16,0,0,3,138,133,NA,NA,NA,NA
"Congo (Brazzaville)",3831,76,1625,2020-08-17,0,0,0,139,156,NA,NA,NA,NA
"Congo (Kinshasa)",9706,243,8705,2020-08-17,30,3,0,139,160,NA,NA,NA,NA
"Cote d'Ivoire",17107,110,13990,2020-08-17,81,0,43,139,160,NA,NA,NA,NA
"Eswatini",3894,73,2371,2020-08-17,55,3,103,139,157,NA,NA,NA,NA
"Sao Tome and Principe",885,15,821,2020-08-17,0,0,3,139,134,NA,NA,NA,NA
"Congo (Brazzaville)",3831,76,1625,2020-08-18,0,0,0,140,157,NA,NA,NA,NA
"Congo (Kinshasa)",9721,243,8882,2020-08-18,15,0,177,140,161,NA,NA,NA,NA
"Cote d'Ivoire",17150,110,14183,2020-08-18,43,0,193,140,161,NA,NA,NA,NA
"Eswatini",3989,76,2587,2020-08-18,95,3,216,140,158,NA,NA,NA,NA
"Sao Tome and Principe",885,15,821,2020-08-18,0,0,0,140,135,NA,NA,NA,NA
"Congo (Brazzaville)",3850,77,1625,2020-08-19,19,1,0,141,158,NA,NA,NA,NA
"Congo (Kinshasa)",9741,246,8895,2020-08-19,20,3,13,141,162,NA,NA,NA,NA
"Cote d'Ivoire",17232,111,14422,2020-08-19,82,1,239,141,162,NA,NA,NA,NA
"Eswatini",4058,79,2611,2020-08-19,69,3,24,141,159,NA,NA,NA,NA
"Sao Tome and Principe",885,15,826,2020-08-19,0,0,5,141,136,NA,NA,NA,NA
"Congo (Brazzaville)",3850,77,1625,2020-08-20,0,0,0,142,159,NA,NA,NA,NA
