"Country_Region","Confirmed","Deaths","Recovered","Date","New Cases","New Deaths","New Recoveries","DaysSince","Exposure","prediction","Day","upper","lower"
"Cote d'Ivoire",1571,20,742,2020-05-07,55,2,21,37,58,2667.56698810867,37,13505.2670300099,526.899143884749
"Eswatini",153,2,12,2020-05-07,30,0,0,37,55,838.399326133224,37,4369.82142883523,160.856328229414
"Sao Tome and Principe",187,4,4,2020-05-07,13,1,0,37,32,NA,37,NA,NA
"Congo (Brazzaville)",274,10,33,2020-05-08,10,0,3,38,55,71.5043381011979,38,335.461198412927,15.2413167051197
"Congo (Kinshasa)",937,39,130,2020-05-08,74,3,27,38,59,3026.515671091,38,14614.4238094274,626.764163049016
"Cote d'Ivoire",1602,20,754,2020-05-08,31,0,12,38,59,2747.7778840901,38,13918.5980896431,542.46004171303
"Eswatini",159,2,12,2020-05-08,6,0,0,38,56,865.018677939123,38,4511.04050399658,165.87244395625
"Sao Tome and Principe",208,5,4,2020-05-08,21,1,0,38,33,NA,38,NA,NA
"Congo (Brazzaville)",274,10,33,2020-05-09,0,0,0,39,56,73.7746155919109,39,346.302263805395,15.7165992677217
"Congo (Kinshasa)",937,39,130,2020-05-09,0,0,0,39,60,3115.94131086868,39,15053.9408398912,644.953394997415
"Cote d'Ivoire",1667,21,769,2020-05-09,65,1,15,39,60,2828.96754968439,39,14337.1887217713,558.202695973058
"Eswatini",163,2,14,2020-05-09,4,0,2,39,57,891.980683444388,39,4654.1552490271,170.95036522562
"Sao Tome and Principe",208,5,4,2020-05-09,0,0,0,39,34,NA,39,NA,NA
"Congo (Brazzaville)",274,10,33,2020-05-10,0,0,0,40,57,76.0741168962297,40,357.288855436797,16.1977379744076
"Congo (Kinshasa)",991,41,136,2020-05-10,54,2,6,40,61,3206.43955596958,40,15498.9552660498,663.351461411556
"Cote d'Ivoire",1700,21,794,2020-05-10,33,0,25,40,61,2911.13103517779,40,14761.0150061712,574.126095016652
"Eswatini",172,2,27,2020-05-10,9,0,13,40,58,919.283516388747,40,4799.15657754323,176.089729486732
"Sao Tome and Principe",208,5,4,2020-05-10,0,0,0,40,35,NA,40,NA,NA
"Congo (Brazzaville)",333,11,53,2020-05-11,59,1,20,41,58,78.402686258388,41,368.420275766262,16.6846984730859
"Congo (Kinshasa)",1024,41,141,2020-05-11,33,0,5,41,62,3298.00507309782,41,15949.442505402,681.957219413471
"Cote d'Ivoire",1730,21,818,2020-05-11,30,0,24,41,62,2994.26349846337,41,15190.0535307698,590.229249690849
"Eswatini",175,2,28,2020-05-11,3,0,1,41,59,946.925392318118,41,4946.03560641704,181.290182677512
"Sao Tome and Principe",208,5,4,2020-05-11,0,0,0,41,36,NA,41,NA,NA
"Congo (Brazzaville)",333,11,53,2020-05-12,0,0,0,42,59,80.7601714881331,42,379.695842856382,17.1774472159803
"Congo (Kinshasa)",1102,44,146,2020-05-12,78,3,5,42,63,3390.63264299109,42,16405.3784890514,700.769551119422
"Cote d'Ivoire",1857,21,820,2020-05-12,127,0,2,42,63,3078.3602009655,42,15624.2813726454,606.511192475015
"Eswatini",184,2,28,2020-05-12,9,0,0,42,60,974.904566918777,42,5094.78364778048,186.551378882034
"Sao Tome and Principe",208,5,4,2020-05-12,0,0,0,42,37,NA,42,NA,NA
"Congo (Brazzaville)",333,11,53,2020-05-13,0,0,0,43,60,83.146423818652,43,391.114889759413,17.6759514271714
"Congo (Kinshasa)",1169,50,148,2020-05-13,67,6,2,43,64,3484.31715617181,43,16866.7396428143,719.787362696703
"Cote d'Ivoire",1912,24,902,2020-05-13,55,3,82,43,64,3163.41650378217,43,16063.6760800342,622.970976664519
"Eswatini",187,2,48,2020-05-13,3,0,20,43,61,1003.2193344452,43,5245.39220147558,191.872980007393
"Sao Tome and Principe",220,6,4,2020-05-13,12,1,0,43,38,NA,43,NA,NA
"Congo (Brazzaville)",391,15,87,2020-05-14,58,4,34,44,61,85.5612977724865,44,402.676763937672,18.1801790719796
"Congo (Kinshasa)",1242,50,157,2020-05-14,73,0,9,44,65,3579.05360892178,44,17333.5028693127,739.009583470529
"Cote d'Ivoire",1971,24,930,2020-05-14,59,0,28,44,65,3249.42786403053,44,16508.2156552767,639.607675597753
"Eswatini",187,2,51,2020-05-14,0,0,3,44,62,1031.86802623476,44,5397.85294791796,197.254655478586
"Sao Tome and Principe",235,7,4,2020-05-14,15,1,0,44,39,NA,44,NA,NA
"Congo (Brazzaville)",391,15,87,2020-05-15,0,0,0,45,62,88.0046510348604,45,414.380826715708,18.6900988280546
"Congo (Kinshasa)",1298,50,212,2020-05-15,56,0,55,45,66,3674.83709946549,45,17805.6455309876,758.435165077608
"Cote d'Ivoire",2017,24,942,2020-05-15,46,0,12,45,66,3336.38983138162,45,16957.8785386391,656.420381923548
"Eswatini",190,2,66,2020-05-15,3,0,15,45,63,1060.8490093033,45,5552.15774134521,202.696081950134
"Sao Tome and Principe",235,7,4,2020-05-15,0,0,0,45,40,NA,45,NA,NA
"Congo (Brazzaville)",391,15,87,2020-05-16,0,0,0,46,63,90.4763443338926,46,426.22645276198,19.2056800580522
"Congo (Kinshasa)",1455,61,270,2020-05-16,157,11,58,46,67,3771.66282434805,46,18283.1454339702,778.063080663251
"Cote d'Ivoire",2061,25,987,2020-05-16,44,1,45,46,67,3424.29804477189,46,17412.6435929528,673.408206906284
"Eswatini",202,2,72,2020-05-16,12,0,6,46,64,1090.16068501565,46,5708.29860342308,208.196943033274
"Sao Tome and Principe",235,7,4,2020-05-16,0,0,0,46,41,NA,46,NA,NA
"Congo (Brazzaville)",391,15,87,2020-05-17,0,0,0,47,64,92.97624132722,47,438.213029598023,19.7268927837842
"Congo (Kinshasa)",1455,61,270,2020-05-17,0,0,0,47,68,3869.52607499504,47,18765.9808127567,797.892324119188
"Cote d'Ivoire",2109,27,1004,2020-05-17,48,2,17,47,68,3513.14822927995,47,17872.4900890189,690.570279766222
"Eswatini",203,2,73,2020-05-17,1,0,1,47,65,1119.80148782632,47,5866.26771718526,213.756929037617
"Sao Tome and Principe",235,7,4,2020-05-17,0,0,0,47,42,NA,47,NA,NA
"Congo (Brazzaville)",412,15,110,2020-05-18,21,0,23,48,65,95.5042084945855,48,450.33995713322,20.2537076617411
"Congo (Kinshasa)",1538,61,272,2020-05-18,83,0,2,48,69,3968.42223444258,48,19254.1303156341,817.921909359405
"Cote d'Ivoire",2119,28,1040,2020-05-18,10,1,36,48,69,3602.93619315772,48,18337.3976917276,707.905747052749
"Eswatini",205,2,78,2020-05-18,2,0,5,48,66,1149.76988408524,48,6026.05742128428,219.375736726327
"Sao Tome and Principe",246,7,4,2020-05-18,11,0,0,48,43,NA,48,NA,NA
"Congo (Brazzaville)",420,15,132,2020-05-19,8,0,22,49,66,98.0601150359918,49,462.606647223458,20.7860959598947
"Congo (Kinshasa)",1629,61,290,2020-05-19,91,0,18,49,70,4068.34677422676,49,19747.5729908105,838.150869631601
"Cote d'Ivoire",2153,28,1050,2020-05-19,34,0,10,49,70,3693.65782500635,49,18807.3464468491,725.41377204844
"Eswatini",208,2,87,2020-05-19,3,0,9,49,67,1180.06437090458,49,6187.66020453314,225.053069083888
"Sao Tome and Principe",251,8,4,2020-05-19,5,1,0,49,44,NA,49,NA,NA
"Congo (Brazzaville)",420,15,132,2020-05-20,0,0,0,50,67,100.643832775049,50,475.0125232521,21.3240295356936
"Congo (Kinshasa)",1731,61,302,2020-05-20,102,0,12,50,71,4169.29525142249,50,20246.2882732052,858.578256862004
"Cote d'Ivoire",2231,29,1083,2020-05-20,78,1,33,50,71,3785.30909108785,50,19282.3167684527,743.093534202017
"Eswatini",217,2,97,2020-05-20,9,0,10,50,68,1210.68347508235,50,6351.06870071867,230.788635095636
"Sao Tome and Principe",251,8,4,2020-05-20,0,0,0,50,45,NA,50,NA,NA
"Congo (Brazzaville)",469,16,137,2020-05-21,49,1,5,51,68,103.255236067179,51,487.55701973181,21.8674808151743
"Congo (Kinshasa)",1835,61,303,2020-05-21,104,0,1,51,72,4271.2633058225,51,20750.255971859,879.203141031487
"Cote d'Ivoire",2301,29,1100,2020-05-21,70,0,17,51,72,3877.88603276384,51,19762.2894269163,760.944228588367
"Eswatini",220,2,112,2020-05-21,3,0,15,51,69,1241.62575207935,51,6516.27568366901,236.582149538307
"Sao Tome and Principe",251,8,4,2020-05-21,0,0,0,51,46,NA,51,NA,NA
"Congo (Brazzaville)",469,16,137,2020-05-22,0,0,0,52,69,105.894201712356,52,500.239581925917,22.4164227731142
"Congo (Kinshasa)",1945,63,312,2020-05-22,110,2,9,52,73,4374.24665724807,52,21259.4562579268,900.024609581051
"Cote d'Ivoire",2341,29,1146,2020-05-22,40,0,46,52,73,3971.38476405396,52,20247.2455374909,778.965065393997
"Eswatini",225,2,119,2020-05-22,5,0,7,52,70,1272.88978504594,52,6683.27406255973,242.433332780869
"Sao Tome and Principe",251,8,4,2020-05-22,0,0,0,52,47,NA,52,NA,NA
"Congo (Brazzaville)",487,16,147,2020-05-23,18,0,10,53,70,108.560608872108,53,513.05966548805,22.9708289141615
"Congo (Kinshasa)",2025,63,312,2020-05-23,80,0,0,53,74,4478.24110298346,53,21773.8696532178,921.041766844914
"Cote d'Ivoire",2366,30,1188,2020-05-23,25,1,42,53,74,4065.8014693066,53,20737.1665493863,797.155269426374
"Eswatini",238,2,119,2020-05-23,13,0,0,53,71,1304.47418389554,53,6852.05687744308,248.341910595017
"Sao Tome and Principe",251,8,4,2020-05-23,0,0,0,53,48,NA,53,NA,NA
"Congo (Brazzaville)",487,16,147,2020-05-24,0,0,0,54,71,111.254338990498,54,526.016736118949,23.5306732548785
"Congo (Kinshasa)",2141,63,317,2020-05-24,116,0,5,54,75,4583.24251532671,54,22293.4770192508,942.25373350955
"Cote d'Ivoire",2376,30,1219,2020-05-24,10,0,31,54,75,4161.1324009753,54,21232.0342353478,815.514079645737
"Eswatini",250,2,156,2020-05-24,12,0,37,54,72,1336.37758442206,54,7022.61729498728,254.307613974709
"Sao Tome and Principe",251,8,4,2020-05-24,0,0,0,54,49,NA,54,NA,NA
"Congo (Brazzaville)",487,16,147,2020-05-25,0,0,0,55,72,113.975275718848,55,539.110269239365,24.0959303066431
"Congo (Kinshasa)",2297,67,337,2020-05-25,156,4,20,55,76,4689.24683925036,55,22818.2595467964,963.659646097187
"Cote d'Ivoire",2423,30,1257,2020-05-25,47,0,38,55,76,4257.37387749484,55,21731.8306816957,834.04074871805
"Eswatini",256,2,158,2020-05-25,6,0,2,55,73,1368.59864745843,55,7194.94860441257,260.330178964213
"Sao Tome and Principe",299,11,4,2020-05-25,48,3,0,55,50,NA,55,NA,NA
"Congo (Brazzaville)",487,16,147,2020-05-26,0,0,0,56,73,116.723304843978,56,552.339749678095,24.6665750593551
"Congo (Kinshasa)",2403,68,340,2020-05-26,106,1,3,56,77,4796.25009016508,56,23348.1987458751,985.258656472276
"Cote d'Ivoire",2477,30,1286,2020-05-26,54,0,29,56,77,4354.52228125091,56,22236.5382788003,852.734542587873
"Eswatini",261,2,164,2020-05-26,5,0,6,56,74,1401.13605807393,56,7369.04421361307,266.409346494121
"Sao Tome and Principe",441,12,68,2020-05-26,142,1,64,56,51,NA,56,NA,NA
"Congo (Brazzaville)",571,19,161,2020-05-27,84,3,14,57,74,119.498314219747,57,565.704671374253,25.2425829658993
"Congo (Kinshasa)",2546,68,365,2020-05-27,143,0,25,57,78,4904.24835178118,57,23883.2764361895,1007.04993136971
"Cote d'Ivoire",2556,31,1302,2020-05-27,79,1,16,57,78,4452.57405663851,57,22746.1397119691,871.594740070028
"Eswatini",272,2,168,2020-05-27,11,0,4,57,75,1433.98852480789,57,7544.89764545262,272.544862224882
"Sao Tome and Principe",443,12,68,2020-05-27,2,0,0,57,52,NA,57,NA,NA
"Congo (Brazzaville)",571,19,161,2020-05-28,0,0,0,58,75,122.3001937017,58,579.204537092918,25.8239299273199
"Congo (Kinshasa)",2660,69,381,2020-05-28,114,1,16,58,79,5013.23777406181,58,24423.4747379628,1029.03265194347
"Cote d'Ivoire",2641,32,1326,2020-05-28,85,1,24,58,79,4551.52570820374,58,23260.617952722,890.620632458961
"Eswatini",279,2,168,2020-05-28,7,0,0,58,76,1467.15477893777,58,7722.50253422534,278.736476397397
"Sao Tome and Principe",458,12,68,2020-05-28,15,0,0,58,53,NA,58,NA,NA
"Congo (Brazzaville)",571,19,161,2020-05-29,0,0,0,59,76,125.128835084638,59,592.838858153414,26.4105922786638
"Congo (Kinshasa)",2833,69,400,2020-05-29,173,0,19,59,80,5123.21457126328,59,24968.7760631636,1051.20601333468
"Cote d'Ivoire",2750,32,1370,2020-05-29,109,0,44,59,80,4651.37379886448,59,23779.9562504333,909.811523154875
"Eswatini",279,2,168,2020-05-29,0,0,0,59,77,1500.63357377947,59,7901.85262227095,284.983943690281
"Sao Tome and Principe",463,12,68,2020-05-29,5,0,0,59,54,NA,59,NA,NA
"Congo (Brazzaville)",571,19,161,2020-05-30,0,0,0,60,77,127.984132042952,60,606.607154169479,27.0025467754562
"Congo (Kinshasa)",2966,69,428,2020-05-30,133,0,28,60,81,5234.17502005737,60,25519.1631070954,1073.5692242578
"Cote d'Ivoire",2799,33,1385,2020-05-30,49,1,15,60,81,4752.11494820577,60,24304.1381243222,929.166727305638
"Eswatini",283,2,168,2020-05-30,4,0,0,60,78,1534.42368401824,60,8082.9417567363,291.287023083385
"Sao Tome and Principe",479,12,68,2020-05-30,16,0,0,60,55,NA,60,NA,NA
"Congo (Brazzaville)",611,20,179,2020-05-31,40,1,18,61,78,130.865980073553,61,620.508952800658,27.5997705807694
"Congo (Kinshasa)",3070,72,448,2020-05-31,104,3,20,61,82,5346.11545773147,61,26074.6188403305,1096.12150660428
"Cote d'Ivoire",2833,33,1435,2020-05-31,34,0,50,61,82,4853.74583084559,61,24833.1473557707,948.685571463672
"Eswatini",285,2,189,2020-05-31,2,0,21,61,79,1568.52390506827,61,8265.76388647513,297.645477727259
"Sao Tome and Principe",483,12,68,2020-05-31,4,0,0,61,56,NA,61,NA,NA
"Congo (Brazzaville)",611,20,179,2020-06-01,0,0,0,62,79,133.774276441258,62,634.543789514295,28.2022412528537
"Congo (Kinshasa)",3195,72,454,2020-06-01,125,0,6,62,83,5459.03228046225,62,26635.1265009719,1118.86209506238
"Cote d'Ivoire",2951,33,1467,2020-06-01,118,0,32,62,83,4956.26317486766,62,25366.9679809534,968.36739325698
"Eswatini",293,3,194,2020-06-01,8,1,5,62,80,1602.93305245956,62,8450.31305907805,304.05907481819
"Sao Tome and Principe",484,12,68,2020-06-01,1,0,0,62,57,NA,62,NA,NA
"Congo (Brazzaville)",611,20,179,2020-06-02,0,0,0,63,80,136.708920126494,63,648.711207357544,28.809936733298
"Congo (Kinshasa)",3326,72,482,2020-06-02,131,0,28,63,84,5572.92194165915,63,27200.6695872234,1141.79023675263
"Cote d'Ivoire",3024,33,1501,2020-06-02,73,0,34,63,84,5059.6637603173,63,25905.5842837619,988.211541073585
"Eswatini",294,3,198,2020-06-02,1,0,4,63,81,1637.64996125047,63,8636.58341802617,310.52758547854
"Sao Tome and Principe",484,12,68,2020-06-02,0,0,0,63,58,NA,63,NA,NA
"Congo (Brazzaville)",611,20,179,2020-06-03,0,0,0,64,81,139.669811775197,64,663.010756738851,29.4228353356909
"Congo (Kinshasa)",3495,75,492,2020-06-03,169,3,10,64,85,5687.78095037372,64,27771.2318502549,1164.90519087785
"Cote d'Ivoire",3110,35,1530,2020-06-03,86,2,29,64,85,5163.94441775749,64,26448.9807890096,1008.21737375866
"Eswatini",295,3,201,2020-06-03,1,0,3,64,82,1672.67348546452,64,8824.56919996138,317.050784642075
"Sao Tome and Principe",484,12,68,2020-06-03,0,0,0,64,59,NA,64,NA,NA
"Congo (Brazzaville)",611,20,179,2020-06-04,0,0,0,65,82,142.656853650782,65,677.441995218397,30.0409157347556
"Congo (Kinshasa)",3644,78,495,2020-06-04,149,3,3,65,86,5803.60586977194,65,28346.7972873451,1188.20622838715
"Cote d'Ivoire",3262,35,1584,2020-06-04,152,0,54,65,86,5269.10202688173,65,26997.142255901,1028.38426032372
"Eswatini",300,3,201,2020-06-04,5,0,0,65,83,1708.00249755034,65,9014.26473206722,323.628450944019
"Sao Tome and Principe",485,12,68,2020-06-04,1,0,0,65,60,NA,65,NA,NA
"Congo (Brazzaville)",635,20,182,2020-06-05,24,0,3,66,83,145.669949588078,66,692.004487307045,30.664156955933
"Congo (Kinshasa)",3764,81,512,2020-06-05,120,3,17,66,87,5920.39331566582,66,28927.35013529,1211.69263165311
"Cote d'Ivoire",3431,36,1604,2020-06-05,169,1,20,66,87,5375.1335151809,66,27550.0536717539,1048.71157966719
"Eswatini",305,3,221,2020-06-05,5,0,20,66,84,1743.6358878633,66,9205.66442955461,330.260366615595
"Sao Tome and Principe",499,12,68,2020-06-05,14,0,0,66,61,NA,66,NA,NA
"Congo (Brazzaville)",683,22,210,2020-06-06,48,2,28,67,84,148.709004949124,67,706.697804273317,31.2925383653887
"Congo (Kinshasa)",3878,82,537,2020-06-06,114,1,25,67,88,6038.13995510163,67,29512.8748640625,1235.36369416152
"Cote d'Ivoire",3557,36,1750,2020-06-06,126,0,146,67,88,5482.03585666161,67,28107.7002459605,1069.19872030592
"Eswatini",322,3,224,2020-06-06,17,0,3,67,85,1779.5725641679,67,9398.76279324701,336.946317382808
"Sao Tome and Principe",499,12,68,2020-06-06,0,0,0,67,62,NA,67,NA,NA
"Congo (Brazzaville)",683,22,210,2020-06-07,0,0,0,68,85,151.773926580727,68,721.521523958011,31.9260396604226
"Congo (Kinshasa)",4016,85,537,2020-06-07,138,3,0,68,89,6156.8425050019,68,30103.3561707107,1259.21872021299
"Cote d'Ivoire",3739,36,1818,2020-06-07,182,0,68,68,89,5589.8060706131,68,28670.0674041774,1089.84508011692
"Eswatini",333,3,225,2020-06-07,11,0,1,68,86,1815.81145115978,68,9593.55440725992,343.686092369252
"Sao Tome and Principe",513,12,68,2020-06-07,14,0,0,68,63,NA,68,NA,NA
"Congo (Brazzaville)",683,22,210,2020-06-08,0,0,0,69,86,154.864622773693,69,736.475230596065,32.5646408602603
"Congo (Kinshasa)",4106,88,537,2020-06-08,90,3,0,69,90,6276.49773085827,69,30698.7789734841,1283.25702463592
"Cote d'Ivoire",3881,38,1869,2020-06-08,142,2,51,69,90,5698.44122042067,69,29237.14078273,1110.6500660889
"Eswatini",340,3,229,2020-06-08,7,0,4,69,87,1852.35149000624,69,9790.03393676982,350.479484002736
"Sao Tome and Principe",513,12,68,2020-06-08,0,0,0,69,64,NA,69,NA,NA
"Congo (Brazzaville)",728,24,221,2020-06-09,45,2,11,70,87,157.981003223646,70,751.558514645287,33.2083222972053
"Congo (Kinshasa)",4259,90,539,2020-06-09,153,2,2,70,91,6397.10244547328,70,31299.1284061765,1307.47793251025
"Cote d'Ivoire",3995,38,2045,2020-06-09,114,0,176,70,91,5807.93841242321,70,29808.9062232257,1131.61309408322
"Eswatini",371,3,232,2020-06-09,31,0,3,70,88,1889.19163790464,70,9988.19612586846,357.326287925538
"Sao Tome and Principe",514,12,76,2020-06-09,1,0,8,70,65,NA,70,NA,NA
"Congo (Brazzaville)",728,24,221,2020-06-10,0,0,0,71,88,161.122978993355,71,766.770972621625,33.8570646081354
"Congo (Kinshasa)",4390,96,565,2020-06-10,131,6,26,71,92,6518.65350774819,71,31904.3898126743,1331.88077890138
"Cote d'Ivoire",4181,41,2174,2020-06-10,186,3,129,71,92,5918.29479481269,71,30385.3497673621,1152.7335886036
"Eswatini",398,3,236,2020-06-10,27,0,4,71,89,1926.33086765737,71,10188.0357954979,364.226302908102
"Sao Tome and Principe",611,12,135,2020-06-10,97,0,59,71,66,NA,71,NA,NA
"Congo (Brazzaville)",728,24,221,2020-06-11,0,0,0,72,89,164.290462476498,72,782.112206940648,34.5108487263259
"Congo (Kinshasa)",4515,98,567,2020-06-11,125,2,2,72,93,6641.147821515,72,32514.5487417027,1356.46490860398
"Cote d'Ivoire",4404,41,2212,2020-06-11,223,0,38,72,93,6029.50755657377,72,30966.4576519217,1174.01098257437
"Eswatini",449,3,238,2020-06-11,51,0,2,72,90,1963.76816726301,72,10389.5478414625,371.179330766015
"Sao Tome and Principe",632,12,146,2020-06-11,21,0,11,72,67,NA,72,NA,NA
"Congo (Brazzaville)",728,24,221,2020-06-12,0,0,0,73,90,167.483367362783,73,797.58182576494,35.1696558735827
"Congo (Kinshasa)",4637,101,580,2020-06-12,122,3,13,73,94,6764.5823344104,73,33129.5909417574,1381.229675895
"Cote d'Ivoire",4684,45,2263,2020-06-12,280,4,51,73,94,6141.57392646148,73,31552.2163039465,1195.44471712669
"Eswatini",472,3,246,2020-06-12,23,0,8,73,91,2001.50253952258,73,10592.7272325143,378.18517628009
"Sao Tome and Principe",639,12,156,2020-06-12,7,0,10,73,68,NA,73,NA,NA
"Congo (Brazzaville)",728,24,221,2020-06-13,0,0,0,74,91,170.701608604368,74,813.179442857115,35.8334675526703
"Congo (Kinshasa)",4724,106,595,2020-06-13,87,5,15,74,95,6888.95403678991,74,33749.5023562165,1406.17444429555
"Cote d'Ivoire",4848,45,2397,2020-06-13,164,0,134,74,95,6254.49117201529,74,32142.6123360824,1217.03424139249
"Eswatini",486,3,247,2020-06-13,14,0,1,74,92,2039.53300166031,74,10797.5690085085,385.243647119427
"Sao Tome and Principe",659,12,176,2020-06-13,20,0,20,74,69,NA,74,NA,NA
"Congo (Brazzaville)",728,24,221,2020-06-14,0,0,0,75,92,173.945102383523,75,828.904677438185,36.5022655400214
"Congo (Kinshasa)",4778,107,600,2020-06-14,54,1,5,75,96,7014.25996068013,75,34374.2691186224,1431.29858634132
"Cote d'Ivoire",5084,45,2505,2020-06-14,236,0,108,75,96,6368.25659860794,75,32737.6325420851,1238.77901230577
"Eswatini",490,4,249,2020-06-14,4,1,2,75,93,2077.85858495819,75,11004.0682786244,392.354553767287
"Sao Tome and Principe",661,12,177,2020-06-14,2,0,1,75,70,NA,75,NA,NA
"Congo (Brazzaville)",883,27,391,2020-06-15,155,3,170,76,93,177.213766081456,76,844.757154051051,37.1760318787135
"Congo (Kinshasa)",4837,112,613,2020-06-15,59,5,13,76,97,7140.49717876759,76,35003.8775481268,1456.60148336099
"Cote d'Ivoire",5439,46,2590,2020-06-15,355,1,85,76,97,6482.86754852738,76,33337.2638924821,1260.67849441078
"Eswatini",506,4,249,2020-06-15,16,0,0,76,94,2116.47833440367,76,11212.220219651,399.517709449658
"Sao Tome and Principe",662,12,177,2020-06-15,1,0,0,76,71,NA,76,NA,NA
"Congo (Brazzaville)",883,27,391,2020-06-16,0,0,0,77,94,180.507518248271,77,860.736502428838,37.8547488717011
"Congo (Kinshasa)",4974,112,628,2020-06-16,137,0,15,77,98,7267.66280342238,77,35638.3141450907,1482.08252526236
"Cote d'Ivoire",5679,46,2637,2020-06-16,240,0,47,77,98,6598.32140009028,77,33941.4935303831,1282.73215967694
"Eswatini",520,4,259,2020-06-16,14,0,10,77,95,2155.39130834993,77,11422.0200743324,406.732930066395
"Sao Tome and Principe",671,12,182,2020-06-16,9,0,5,77,72,NA,77,NA,NA
"Congo (Brazzaville)",883,27,391,2020-06-17,0,0,0,78,95,183.826278573988,78,876.842357367888,38.5383990752897
"Congo (Kinshasa)",5100,115,640,2020-06-17,126,3,12,78,99,7395.75398575509,78,36277.565586834,1507.74111032586
"Cote d'Ivoire",6063,48,2749,2020-06-17,384,2,112,78,99,6714.61556678591,78,34550.3087674307,1304.93948732014
"Eswatini",563,4,262,2020-06-17,43,0,3,78,96,2194.59657818802,78,11633.4631497708,414.000034124786
"Sao Tome and Principe",683,12,188,2020-06-17,12,0,6,78,73,NA,78,NA,NA
"Congo (Brazzaville)",883,27,391,2020-06-18,0,0,0,79,96,187.169967860588,79,893.074358605186,39.2269652928431
"Congo (Kinshasa)",5283,117,685,2020-06-18,183,2,45,79,100,7524.76791470565,79,36921.6187235268,1533.5766450051
"Cote d'Ivoire",6444,49,2863,2020-06-18,381,1,114,79,100,6831.74749644882,79,35163.697079888,1327.29996363008
"Eswatini",586,4,267,2020-06-18,23,0,5,79,97,2234.09322803055,79,11846.5448158853,421.318842675479
"Sao Tome and Principe",688,12,191,2020-06-18,5,0,3,79,74,NA,79,NA,NA
"Congo (Brazzaville)",883,27,391,2020-06-19,0,0,0,80,97,190.538507995031,80,909.432150700004,39.9204305687102
"Congo (Kinshasa)",5477,122,719,2020-06-19,194,5,34,80,101,7654.70181616255,80,37570.4605742169,1559.5885437341
"Cote d'Ivoire",6874,49,2942,2020-06-19,430,0,79,80,101,6949.71467045922,80,35781.6461048554,1349.81308180347
"Eswatini",623,4,276,2020-06-19,37,0,9,80,98,2273.88035440618,80,12061.2605039225,428.689179250615
"Sao Tome and Principe",693,12,199,2020-06-19,5,0,8,80,75,NA,80,NA,NA
"Congo (Brazzaville)",883,27,391,2020-06-20,0,0,0,81,98,193.931821923197,81,925.915382919603,40.6187781823647
"Congo (Kinshasa)",5672,125,807,2020-06-20,195,3,88,81,102,7785.55295211128,81,38224.0783229878,1585.77622874102
"Cote d'Ivoire",7276,52,2992,2020-06-20,402,3,50,81,102,7068.51460296985,81,36404.1436366109,1372.47834178278
"Eswatini",627,5,285,2020-06-20,4,1,9,81,99,2313.95706596454,81,12277.6057050182,436.110869804099
"Sao Tome and Principe",698,12,203,2020-06-20,5,0,4,81,76,NA,81,NA,NA
"Congo (Brazzaville)",883,27,391,2020-06-21,0,0,0,82,99,197.349833624732,82,942.523709128795,41.3219916427451
"Congo (Kinshasa)",5826,130,841,2020-06-21,154,5,34,82,103,7917.31861981053,82,38882.4593152405,1612.13912986798
"Cote d'Ivoire",7492,54,3068,2020-06-21,216,2,76,82,103,7188.14484015805,82,37031.1776230699,1395.29525010032
"Eswatini",635,5,285,2020-06-21,8,0,0,82,100,2354.32248319118,82,12495.5759688067,443.583742653908
"Sao Tome and Principe",698,12,203,2020-06-21,0,0,0,82,77,NA,82,NA,NA
"Congo (Brazzaville)",1087,37,456,2020-06-22,204,10,65,83,100,200.792468088722,83,959.256787683191,42.0300546827885
"Congo (Kinshasa)",5924,135,856,2020-06-22,98,5,15,83,104,8049.9961509953,83,39545.5910540963,1638.67668439683
"Cote d'Ivoire",7677,56,3493,2020-06-22,185,2,425,83,104,7308.60295950217,83,37662.736162358,1418.26331972742
"Eswatini",643,6,291,2020-06-22,8,1,6,83,101,2394.975738132,83,12715.1669020766,451.107628426343
"Sao Tome and Principe",702,12,203,2020-06-22,4,0,0,83,78,NA,83,NA,NA
"Congo (Brazzaville)",1087,37,456,2020-06-23,0,0,0,84,101,204.259651290201,84,976.114281325998,42.7429512541476
"Congo (Kinshasa)",6027,135,861,2020-06-23,103,0,5,84,105,8183.58291110544,84,40213.4611969132,1665.38833688053
"Cote d'Ivoire",7904,58,3182,2020-06-23,227,2,-311,84,105,7429.88656908136,84,38298.8074994945,1441.38206992852
"Eswatini",674,7,319,2020-06-23,31,1,28,84,102,2435.91597412676,84,12936.3741674703,458.682360002136
"Sao Tome and Principe",707,12,208,2020-06-23,5,0,5,84,79,NA,84,NA,NA
"Congo (Brazzaville)",1087,37,456,2020-06-24,0,0,0,85,102,207.751310167418,85,993.095857088193,43.4606655220856
"Congo (Kinshasa)",6213,142,870,2020-06-24,186,7,9,85,106,8318.07629853881,85,40886.0575519119,1692.27353897998
"Cote d'Ivoire",8164,58,3419,2020-06-24,260,0,237,85,106,7551.99330689732,85,38939.3800231781,1464.65102611993
"Eswatini",690,7,331,2020-06-24,16,0,12,85,103,2477.14234555141,85,13159.1934822257,466.307772464343
"Sao Tome and Principe",710,13,211,2020-06-24,3,1,3,85,80,NA,85,NA,NA
